"","Forest","Community","Year","Site_Year_Code","Taxa_lvl1","Taxa_lvl2","Taxa_lvl5","Sampled_households","Est_Num_Community_Households","Sampled_Population","Est_Comm_Population","Most_Rep_Year","Conversion_Units_To_Pounds","Resource_Harvest_Units","Percent_Using","Percent_Attempting_to_Harvest","Percent_Harvesting","Percent_Receiving","Percent_Giving","Estimated_Total_Pounds_Harvested","Percapita_Pounds_Harvested","Number_Of_Resource_Harvested"
"421","Tongass","Game Creek","1996","Game Creek_1996","Land Mammals","Large Land Mammals","Deer",12,15,51,63.8,"Yes",80,"Ind.",1,0.5,0.333,1,0.333,2600,40.78,26
"422","Tongass","Game Creek","1996","Game Creek_1996","Land Mammals","Small Land Mammals","Land Otter",12,15,51,63.8,"Yes",0,"Ind.",0.417,0.417,0.417,0,0,0,0,15
"423","Tongass","Game Creek","1996","Game Creek_1996","Land Mammals","Small Land Mammals","Marten",12,15,51,63.8,"Yes",0.5,"Ind.",0.333,0.333,0.333,0,0.083000004,0,0,19
"424","Tongass","Game Creek","1996","Game Creek_1996","Land Mammals","Small Land Mammals","Mink",12,15,51,63.8,"Yes",0,"Ind.",0.16700001,0.25,0.16700001,0,0,0,0,7
"425","Tongass","Game Creek","1996","Game Creek_1996","Land Mammals","Small Land Mammals","Unknown Squirrel",12,15,51,63.8,"Yes",0.5,"Ind.",0.16700001,0.16700001,0.16700001,0.083000004,0.083000004,24,0.37,38
"426","Tongass","Game Creek","1996","Game Creek_1996","Land Mammals","Small Land Mammals","Weasel",12,15,51,63.8,"Yes",0,"Ind.",0.083000004,0.083000004,0.083000004,0,0,0,0,1
"427","Tongass","Gustavus","1987","Gustavus_1987","Land Mammals","Large Land Mammals","Deer",35,65,91,152.3,"Yes",80,"Ind.",0.7,NA,0.478,0.318,0.269,9764,64.1,NA
"428","Tongass","Haines","1983","Haines_1983","Land Mammals","Large Land Mammals","Black Bear",147,660,425,1908.2,"No",150,"Ind.",0.16299999,0.157,0.095,0.081999995,0.048,13464,7.06,20
"429","Tongass","Haines","1987","Haines_1987","Land Mammals","Large Land Mammals","Black Bear",62,608,181,1622.6,"No",58,"Ind.",0.168,NA,0.081,0.111999996,0.051999997,2935,1.81,NA
"430","Tongass","Haines","1996","Haines_1996","Land Mammals","Large Land Mammals","Black Bear",92,787,254,2172.8,"No",58,"Ind.",0.183,0.065,0.065,0.14,0.065,4423,2.06,9
"431","Tongass","Haines","2012","Haines_2012","Land Mammals","Large Land Mammals","Black Bear",132,818,310,1921.1,"Yes",58,"Ind.",0.129,0.091000006,0.038,0.091000006,0.038,2516,1.3,7
"432","Tongass","Haines","1983","Haines_1983","Land Mammals","Large Land Mammals","Caribou",147,660,425,1908.2,"No",130,"Ind.",0.02,0.034,0.0139999995,0.0069999998,0.0139999995,1168,0.61,2
"433","Tongass","Haines","1996","Haines_1996","Land Mammals","Large Land Mammals","Caribou",92,787,254,2172.8,"No",130,"Ind.",0.258,0.075,0.065,0.19399999,0.086,8812,4.09,8
"434","Tongass","Haines","2012","Haines_2012","Land Mammals","Large Land Mammals","Caribou",132,818,310,1921.1,"Yes",130,"Ind.",0.106000006,0.038,0.023,0.083000004,0.023,4028,2.1,5
"435","Tongass","Haines","1983","Haines_1983","Land Mammals","Large Land Mammals","Deer",147,660,425,1908.2,"No",80,"Ind.",0.184,0.122,0.061,0.129,0.034,8620,4.52,24
"436","Tongass","Haines","1987","Haines_1987","Land Mammals","Large Land Mammals","Deer",62,608,181,1622.6,"No",80,"Ind.",0.433,NA,0.145,0.34,0.135,25042,15.43,NA
"437","Tongass","Haines","1996","Haines_1996","Land Mammals","Large Land Mammals","Deer",92,787,254,2172.8,"No",80,"Ind.",0.48400003,0.15100001,0.108,0.43,0.096999995,16946,7.87,25
"438","Tongass","Haines","2012","Haines_2012","Land Mammals","Large Land Mammals","Deer",132,818,310,1921.1,"Yes",80,"Ind.",0.295,0.106000006,0.076,0.24200001,0.076,14377,7.5,29
"439","Tongass","Haines","1983","Haines_1983","Land Mammals","Large Land Mammals","Goat",147,660,425,1908.2,"No",55,"Ind.",0.129,0.184,0.095,0.040999997,0.027,3953,2.07,16
"440","Tongass","Haines","1987","Haines_1987","Land Mammals","Large Land Mammals","Goat",62,608,181,1622.6,"No",102,"Ind.",0.062,NA,0.002,0.062,0,125,0.08,NA
"441","Tongass","Haines","1996","Haines_1996","Land Mammals","Large Land Mammals","Goat",92,787,254,2172.8,"No",102,"Ind.",0.19399999,0.065,0.054,0.14,0.065,5186,2.41,6
"442","Tongass","Haines","2012","Haines_2012","Land Mammals","Large Land Mammals","Goat",132,818,310,1921.1,"Yes",102,"Ind.",0.106000006,0.076,0.038,0.083000004,0.023,3160.5,1.6,5
"443","Tongass","Haines","1983","Haines_1983","Land Mammals","Large Land Mammals","Moose",147,660,425,1908.2,"No",400,"Ind.",0.272,0.497,0.129,0.157,0.061,33515,17.56,18.66
"444","Tongass","Haines","1987","Haines_1987","Land Mammals","Large Land Mammals","Moose",62,608,181,1622.6,"No",400,"Ind.",0.45400003,NA,0.037,0.42299998,0.035,9044,5.57,NA
"445","Tongass","Haines","1996","Haines_1996","Land Mammals","Large Land Mammals","Moose",92,787,254,2172.8,"No",400,"Ind.",0.667,0.129,0.075,0.59099996,0.108,27114,12.6,8
"446","Tongass","Haines","2012","Haines_2012","Land Mammals","Large Land Mammals","Moose",132,818,310,1921.1,"Yes",400,"Ind.",0.553,0.258,0.083000004,0.485,0.083000004,29745.5,15.5,12
"447","Tongass","Haines","1983","Haines_1983","Land Mammals","Large Land Mammals","Unknown Large Land Mammal",147,660,425,1908.2,"No",NA,"Ind.",0.0069999998,0.0069999998,0.0069999998,0,0,NA,NA,8
"448","Tongass","Haines","2012","Haines_2012","Land Mammals","Small Land Mammals","Beaver",132,818,310,1921.1,"Yes",8.75,"Ind.",0.015,0.015,0.008,0.008,0,216.9,0.1,4
"449","Tongass","Haines","1983","Haines_1983","Land Mammals","Small Land Mammals","Coyote",147,660,425,1908.2,"No",20,"Ind.",0.088,0.116000004,0.088,0,0,1795,0.94,20
"450","Tongass","Haines","1996","Haines_1996","Land Mammals","Small Land Mammals","Coyote",92,787,254,2172.8,"No",0,"Ind.",0.011,0.011,0.011,0,0,0,0,2
"451","Tongass","Haines","1983","Haines_1983","Land Mammals","Small Land Mammals","Red Fox",147,660,425,1908.2,"No",0,"Ind.",0.02,0.027,0.02,0,0,0,0,5
"452","Tongass","Haines","1996","Haines_1996","Land Mammals","Small Land Mammals","Red Fox",92,787,254,2172.8,"No",0,"Ind.",0.011,0.011,0.011,0,0,0,0,1
"453","Tongass","Haines","2012","Haines_2012","Land Mammals","Small Land Mammals","Snowshoe Hare",132,818,310,1921.1,"Yes",2,"Ind.",0.015,0.023,0.015,0.008,0,62,0,5
"454","Tongass","Haines","1996","Haines_1996","Land Mammals","Small Land Mammals","Unknown Hare",92,787,254,2172.8,"No",2,"Ind.",0.022,0.011,0.011,0.011,0.011,280,0.13,22
"455","Tongass","Haines","1996","Haines_1996","Land Mammals","Small Land Mammals","Land Otter",92,787,254,2172.8,"No",0,"Ind.",0.011,0.011,0.011,0,0,0,0,1
"456","Tongass","Haines","1983","Haines_1983","Land Mammals","Small Land Mammals","Lynx",147,660,425,1908.2,"No",4,"Ind.",0.048,0.095,0.048,0,0,502,0.26,28
"457","Tongass","Haines","1983","Haines_1983","Land Mammals","Small Land Mammals","Marmot",147,660,425,1908.2,"No",1.5,"Ind.",0.0139999995,0.0139999995,0.0139999995,0,0,79,0.04,12
"458","Tongass","Haines","1983","Haines_1983","Land Mammals","Small Land Mammals","Marten",147,660,425,1908.2,"No",0,"Ind.",0.040999997,0.095,0.040999997,0,0,0,0,92
"459","Tongass","Haines","1996","Haines_1996","Land Mammals","Small Land Mammals","Marten",92,787,254,2172.8,"No",0,"Ind.",0.022,0.022,0.022,0,0,0,0,14
"460","Tongass","Haines","2012","Haines_2012","Land Mammals","Small Land Mammals","Marten",132,818,310,1921.1,"Yes",0,"Ind.",0.03,0.038,0.023,0.015,0,0,0,39
"461","Tongass","Haines","1983","Haines_1983","Land Mammals","Small Land Mammals","Mink",147,660,425,1908.2,"No",0,"Ind.",0.034,0.068,0.034,0,0,0,0,63
"462","Tongass","Haines","1996","Haines_1996","Land Mammals","Small Land Mammals","Mink",92,787,254,2172.8,"No",0,"Ind.",0.022,0.022,0.022,0,0,0,0,9
"463","Tongass","Haines","2012","Haines_2012","Land Mammals","Small Land Mammals","Mink",132,818,310,1921.1,"Yes",0,"Ind.",0.008,0.015,0.008,0,0,0,0,3
"464","Tongass","Haines","1983","Haines_1983","Land Mammals","Small Land Mammals","Muskrat",147,660,425,1908.2,"No",2.4,"Ind.",0.0139999995,0.0139999995,0.0139999995,0,0,251,0.13,23
"465","Tongass","Haines","1983","Haines_1983","Land Mammals","Small Land Mammals","Porcupine",147,660,425,1908.2,"No",4.5,"Ind.",0.040999997,0.040999997,0.040999997,0,0,343,0.18,17
"466","Tongass","Haines","1996","Haines_1996","Land Mammals","Small Land Mammals","Porcupine",92,787,254,2172.8,"No",6,"Ind.",0.011,0.011,0.011,0,0,51,0.02,1
"467","Tongass","Haines","2012","Haines_2012","Land Mammals","Small Land Mammals","Porcupine",132,818,310,1921.1,"Yes",6,"Ind.",0.008,0.015,0.008,0,0.008,37.2,0,1
"468","Tongass","Haines","2012","Haines_2012","Land Mammals","Small Land Mammals","Tree Squirrel",132,818,310,1921.1,"Yes",0.5,"Ind.",0.023,0.03,0.023,0,0,40.3,0,17
"469","Tongass","Haines","1996","Haines_1996","Land Mammals","Small Land Mammals","Weasel",92,787,254,2172.8,"No",0,"Ind.",0.011,0.011,0.011,0,0,0,0,2
"470","Tongass","Haines","1983","Haines_1983","Land Mammals","Small Land Mammals","Wolf",147,660,425,1908.2,"No",0,"Ind.",0.0069999998,0.068,0.0069999998,0,0,0,0,2
"471","Tongass","Haines","1996","Haines_1996","Land Mammals","Small Land Mammals","Wolf",92,787,254,2172.8,"No",0,"Ind.",0.022,0.022,0.022,0,0,0,0,2
"472","Tongass","Haines","1983","Haines_1983","Land Mammals","Small Land Mammals","Wolverine",147,660,425,1908.2,"No",0,"Ind.",0.0069999998,0.034,0.0069999998,0,0,0,0,3
"473","Tongass","Haines","1996","Haines_1996","Land Mammals","Small Land Mammals","Wolverine",92,787,254,2172.8,"No",0,"Ind.",0.011,0.011,0.011,0,0,0,0,2
"474","Tongass","Hollis","1987","Hollis_1987","Land Mammals","Large Land Mammals","Black Bear",29,32,72,79.4,"No",58,"Ind.",0.333,NA,0.111,0.262,0.071,207,2.61,NA
"475","Tongass","Hollis","1998","Hollis_1998","Land Mammals","Large Land Mammals","Black Bear",46,59,121,155.2,"Yes",58,"Ind.",0.065,0.022,0.022,0.065,0.022,74,0.48,1
"476","Tongass","Hollis","1987","Hollis_1987","Land Mammals","Large Land Mammals","Deer",29,32,72,79.4,"No",80,"Ind.",0.666,NA,0.404,0.32299998,0.161,3008,37.88,NA
"477","Tongass","Hollis","1998","Hollis_1998","Land Mammals","Large Land Mammals","Deer",46,59,121,155.2,"Yes",80,"Ind.",0.565,0.63,0.39099997,0.261,0.109,4823,31.07,47
"478","Tongass","Hollis","1987","Hollis_1987","Land Mammals","Large Land Mammals","Goat",29,32,72,79.4,"No",102,"Ind.",0.040999997,NA,0.040999997,0,0.040999997,133,1.67,NA
"479","Tongass","Hollis","1998","Hollis_1998","Land Mammals","Large Land Mammals","Goat",46,59,121,155.2,"Yes",102,"Ind.",0.022,0.022,0.022,0,0.022,131,0.84,1
"480","Tongass","Hollis","1998","Hollis_1998","Land Mammals","Large Land Mammals","Moose",46,59,121,155.2,"Yes",400,"Ind.",0.087,0.043,0.043,0.087,0.043,1026,6.61,2
"481","Tongass","Hollis","1998","Hollis_1998","Land Mammals","Large Land Mammals","Dall Sheep",46,59,121,155.2,"Yes",104,"Ind.",0.022,0.022,0.022,0,0,133,0.86,1
"482","Tongass","Hollis","1998","Hollis_1998","Land Mammals","Small Land Mammals","Beaver",46,59,121,155.2,"Yes",8.75,"Ind.",0.022,0.022,0.022,0,0,0,0,2
"483","Tongass","Hollis","1998","Hollis_1998","Land Mammals","Small Land Mammals","Land Otter",46,59,121,155.2,"Yes",0,"Ind.",0.043,0.043,0.043,0.022,0,0,0,11
"484","Tongass","Hollis","1998","Hollis_1998","Land Mammals","Small Land Mammals","Marten",46,59,121,155.2,"Yes",0.5,"Ind.",0.043,0.043,0.043,0,0,0,0,34
"485","Tongass","Hollis","1998","Hollis_1998","Land Mammals","Small Land Mammals","Mink",46,59,121,155.2,"Yes",0,"Ind.",0.022,0.022,0.022,0,0,0,0,6
"486","Tongass","Hollis","1998","Hollis_1998","Land Mammals","Small Land Mammals","Wolf",46,59,121,155.2,"Yes",0,"Ind.",0.043,0.043,0.043,0,0,0,0,13
"487","Tongass","Hoonah","1987","Hoonah_1987","Land Mammals","Large Land Mammals","Black Bear",62,219,222,699.8,"No",58,"Ind.",0.03,NA,0.025,0.005,0,323,0.46,NA
"488","Tongass","Hoonah","1996","Hoonah_1996","Land Mammals","Large Land Mammals","Black Bear",77,280,245,890.9,"No",58,"Ind.",0.025999999,0.025999999,0.012999999,0.012999999,0.012999999,211,0.24,1
"489","Tongass","Hoonah","1996","Hoonah_1996","Land Mammals","Large Land Mammals","Brown Bear",77,280,245,890.9,"No",150,"Ind.",0.025999999,0.012999999,0.012999999,0.012999999,0,545,0.61,1
"490","Tongass","Hoonah","1985","Hoonah_1985","Land Mammals","Large Land Mammals","Caribou",71,280,227,895.2,"No",120,"Ind.",0.0139999995,0.0139999995,0.0139999995,NA,NA,473,0.53,1
"491","Tongass","Hoonah","1985","Hoonah_1985","Land Mammals","Large Land Mammals","Deer",71,280,227,895.2,"No",80,"Ind.",0.859,0.592,0.52099997,0.535,0.38,46693,52.16,148
"492","Tongass","Hoonah","1987","Hoonah_1987","Land Mammals","Large Land Mammals","Deer",62,219,222,699.8,"No",80,"Ind.",0.944,NA,0.65,0.48099998,0.45900002,62840,89.79,NA
"493","Tongass","Hoonah","1996","Hoonah_1996","Land Mammals","Large Land Mammals","Deer",77,280,245,890.9,"No",80,"Ind.",0.74,0.597,0.55799997,0.312,0.39,66327,74.45,228
"494","Tongass","Hoonah","2012","Hoonah_2012","Land Mammals","Large Land Mammals","Deer",122,280,319,732.1,"Yes",80,"Ind.",0.77,0.59,0.475,0.45099998,0.402,37558.4,51.3,204
"495","Tongass","Hoonah","2016","Hoonah_2016","Land Mammals","Large Land Mammals","Deer",65,260,184,736,"Yes",43.2,"Ind.",0.93846154,0.63076925,0.5538462,0.5538462,0.47692308,24192,32.869564,140
"496","Tongass","Hoonah","1985","Hoonah_1985","Land Mammals","Large Land Mammals","Moose",71,280,227,895.2,"No",550,"Ind.",0.07,0.042,0.027999999,NA,NA,4337,4.84,2
"497","Tongass","Hoonah","1996","Hoonah_1996","Land Mammals","Large Land Mammals","Moose",77,280,245,890.9,"No",400,"Ind.",0.156,0.065,0.039,0.117,0.039,4364,4.9,3
"498","Tongass","Hoonah","2016","Hoonah_2016","Land Mammals","Large Land Mammals","Moose",65,260,184,736,"Yes",400,"Ind.",0.16923077,0.046153847,0.015384615,0.15384616,0.046153847,1600,2.173913,1
"499","Tongass","Hoonah","1996","Hoonah_1996","Land Mammals","Large Land Mammals","Dall Sheep",77,280,245,890.9,"No",104,"Ind.",0.012999999,0.012999999,0.012999999,0,0.012999999,378,0.42,1
"500","Tongass","Hoonah","2012","Hoonah_2012","Land Mammals","Small Land Mammals","Beaver",122,280,319,732.1,"Yes",8.75,"Ind.",0.008,0.008,0.008,0,0.008,40.2,0.1,2
"501","Tongass","Hoonah","2012","Hoonah_2012","Land Mammals","Small Land Mammals","Coyote",122,280,319,732.1,"Yes",20,"Ind.",0.008,0.008,0.008,0,0.008,183.6,0.3,4
"502","Tongass","Hoonah","1996","Hoonah_1996","Land Mammals","Small Land Mammals","Marten",77,280,245,890.9,"No",0.5,"Ind.",0.025999999,0.025999999,0.025999999,0,0,0,0,7
"503","Tongass","Hoonah","2012","Hoonah_2012","Land Mammals","Small Land Mammals","Marten",122,280,319,732.1,"Yes",0,"Ind.",0.025,0.025,0.025,0,0.008,0,0,23
"504","Tongass","Hoonah","1996","Hoonah_1996","Land Mammals","Small Land Mammals","Mink",77,280,245,890.9,"No",0,"Ind.",0.012999999,0.012999999,0.012999999,0,0,0,0,2
"505","Tongass","Hoonah","2012","Hoonah_2012","Land Mammals","Small Land Mammals","Mink",122,280,319,732.1,"Yes",0,"Ind.",0.016,0.016,0.016,0,0.008,0,0,1
"506","Tongass","Hoonah","2012","Hoonah_2012","Land Mammals","Small Land Mammals","Tree Squirrel",122,280,319,732.1,"Yes",0.5,"Ind.",0.008,0.008,0.008,0,0,1.1,0,0
"507","Tongass","Hoonah","2012","Hoonah_2012","Land Mammals","Small Land Mammals","Weasel",122,280,319,732.1,"Yes",0,"Ind.",0.008,0.008,0.008,0,0,0,0,1
"508","Tongass","Hydaburg","1987","Hydaburg_1987","Land Mammals","Large Land Mammals","Black Bear",35,110,129,379.1,"No",58,"Ind.",0.06,NA,0.015,0.045,0.015,95,0.25,NA
"509","Tongass","Hydaburg","1987","Hydaburg_1987","Land Mammals","Large Land Mammals","Deer",35,110,129,379.1,"No",80,"Ind.",0.77599996,NA,0.372,0.552,0.268,16226,42.8,NA
"510","Tongass","Hydaburg","1997","Hydaburg_1997","Land Mammals","Large Land Mammals","Deer",51,131,155,398.1,"No",80,"Ind.",0.686,0.45099998,0.333,0.49,0.275,13973,34.65,68
"511","Tongass","Hydaburg","2012","Hydaburg_2012","Land Mammals","Large Land Mammals","Deer",48,119,134,332.2,"Yes",80,"Ind.",0.875,0.625,0.52099997,0.542,0.542,22610,68.1,114
"512","Tongass","Hydaburg","1997","Hydaburg_1997","Land Mammals","Small Land Mammals","Land Otter",51,131,155,398.1,"No",0,"Ind.",0.02,0.02,0.02,0,0,0,0,3
"513","Tongass","Hydaburg","1997","Hydaburg_1997","Land Mammals","Small Land Mammals","Marten",51,131,155,398.1,"No",0.5,"Ind.",0.059,0.059,0.059,0,0,0,0,19
"514","Tongass","Hydaburg","1997","Hydaburg_1997","Land Mammals","Small Land Mammals","Mink",51,131,155,398.1,"No",0,"Ind.",0.059,0.059,0.059,0,0,0,0,13
"515","Tongass","Hydaburg","2012","Hydaburg_2012","Land Mammals","Small Land Mammals","Mink",48,119,134,332.2,"Yes",0,"Ind.",0.021,0.021,0.021,0,0.021,0,0,1
"516","Tongass","Hyder","1987","Hyder_1987","Land Mammals","Large Land Mammals","Black Bear",33,39,66,77.9,"Yes",58,"Ind.",0.18200001,NA,0.18200001,0,0.03,960,12.33,14
"517","Tongass","Hyder","1987","Hyder_1987","Land Mammals","Large Land Mammals","Goat",33,39,66,77.9,"Yes",102,"Ind.",0.12100001,NA,0.091000006,0.03,0,603,7.74,5
"518","Tongass","Hyder","1987","Hyder_1987","Land Mammals","Large Land Mammals","Moose",33,39,66,77.9,"Yes",400,"Ind.",0.333,NA,0.061,0.273,0,945,12.13,2
"519","Tongass","Kake","1985","Kake_1985","Land Mammals","Large Land Mammals","Black Bear",70,171,256,625.4,"No",150,"Ind.",0.029000001,0.0139999995,0.0139999995,NA,NA,366,0.59,1
"520","Tongass","Kake","1996","Kake_1996","Land Mammals","Large Land Mammals","Black Bear",73,249,219,747,"Yes",58,"Ind.",0.040999997,0.027,0.027,0.0139999995,0.0139999995,396,0.53,2
"521","Tongass","Kake","1985","Kake_1985","Land Mammals","Large Land Mammals","Deer",70,171,256,625.4,"No",80,"Ind.",0.7,0.443,0.38599998,0.38599998,0.214,16611,26.56,85
"522","Tongass","Kake","1987","Kake_1987","Land Mammals","Large Land Mammals","Deer",52,193,192,642,"No",80,"Ind.",0.77800006,NA,0.41900003,0.573,0.216,24802,38.63,NA
"523","Tongass","Kake","1996","Kake_1996","Land Mammals","Large Land Mammals","Deer",73,249,219,747,"Yes",80,"Ind.",0.795,0.52099997,0.493,0.37,0.233,37111,49.68,136
"524","Tongass","Kake","1996","Kake_1996","Land Mammals","Large Land Mammals","Moose",73,249,219,747,"Yes",400,"Ind.",0.040999997,0.055,0.0139999995,0.027,0,1364,1.83,1
"525","Tongass","Kake","1985","Kake_1985","Land Mammals","Small Land Mammals","Beaver",70,171,256,625.4,"No",0,"Ind.",0.029000001,NA,0.029000001,NA,NA,0,0,3
"526","Tongass","Kake","1996","Kake_1996","Land Mammals","Small Land Mammals","Beaver",73,249,219,747,"Yes",8.75,"Ind.",0.0139999995,0.0139999995,0.0139999995,0,0,0,0,3
"527","Tongass","Kake","1985","Kake_1985","Land Mammals","Small Land Mammals","Land Otter",70,171,256,625.4,"No",0,"Ind.",0.0139999995,NA,0.0139999995,NA,NA,0,0,2
"528","Tongass","Kake","1996","Kake_1996","Land Mammals","Small Land Mammals","Land Otter",73,249,219,747,"Yes",0,"Ind.",0.0139999995,0.0139999995,0.0139999995,0,0,0,0,5
"529","Tongass","Kake","1985","Kake_1985","Land Mammals","Small Land Mammals","Marten",70,171,256,625.4,"No",0,"Ind.",0.029000001,NA,0.029000001,NA,NA,0,0,28
"530","Tongass","Kake","1996","Kake_1996","Land Mammals","Small Land Mammals","Marten",73,249,219,747,"Yes",0.5,"Ind.",0.027,0.027,0.027,0,0,0,0,22
"531","Tongass","Kake","1985","Kake_1985","Land Mammals","Small Land Mammals","Mink",70,171,256,625.4,"No",0,"Ind.",0.029000001,NA,0.029000001,NA,NA,0,0,16
"532","Tongass","Kake","1996","Kake_1996","Land Mammals","Small Land Mammals","Mink",73,249,219,747,"Yes",0,"Ind.",0.040999997,0.040999997,0.040999997,0,0,0,0,25
"533","Tongass","Kake","1985","Kake_1985","Land Mammals","Small Land Mammals","Muskrat",70,171,256,625.4,"No",0,"Ind.",0.0139999995,NA,0.0139999995,NA,NA,0,0,1
"534","Tongass","Kake","1985","Kake_1985","Land Mammals","Small Land Mammals","Weasel",70,171,256,625.4,"No",0,"Ind.",0.0139999995,NA,0.0139999995,NA,NA,0,0,8
"535","Tongass","Kasaan","1998","Kasaan_1998","Land Mammals","Large Land Mammals","Black Bear",14,18,34,43.7,"Yes",58,"Ind.",0.071,0.143,0.071,0,0.071,75,1.71,1
"536","Tongass","Kasaan","1987","Kasaan_1987","Land Mammals","Large Land Mammals","Deer",14,14,40,40,"No",80,"Ind.",0.857,NA,0.42900002,0.643,0.214,1600,40,20
"537","Tongass","Kasaan","1998","Kasaan_1998","Land Mammals","Large Land Mammals","Deer",14,18,34,43.7,"Yes",80,"Ind.",0.857,0.643,0.571,0.286,0.42900002,2983,68.24,29
"538","Tongass","Klawock","1984","Klawock_1984","Land Mammals","Large Land Mammals","Black Bear",36,131,130,473.1,"No",150,"Ind.",0.027999999,0.083000004,0.027999999,0,0.027999999,546,1.15,1
"539","Tongass","Klawock","1987","Klawock_1987","Land Mammals","Large Land Mammals","Black Bear",52,224,198,790.3,"No",58,"Ind.",0.064,NA,0.022,0.040999997,0.011,290,0.37,NA
"540","Tongass","Klawock","1997","Klawock_1997","Land Mammals","Large Land Mammals","Black Bear",106,303,295,847.3,"Yes",58,"Ind.",0.056999996,0.066,0.027999999,0.027999999,0.019,497,0.59,3
"541","Tongass","Klawock","1997","Klawock_1997","Land Mammals","Large Land Mammals","Caribou",106,303,295,847.3,"Yes",130,"Ind.",0.038,0.019,0.019,0.019,0.009,1115,1.32,3
"542","Tongass","Klawock","1984","Klawock_1984","Land Mammals","Large Land Mammals","Deer",36,131,130,473.1,"No",80,"Ind.",0.806,0.611,0.556,0.38900003,0.36099997,16302,34.46,56
"543","Tongass","Klawock","1987","Klawock_1987","Land Mammals","Large Land Mammals","Deer",52,224,198,790.3,"No",80,"Ind.",0.736,NA,0.518,0.376,0.213,35587,45.03,NA
"544","Tongass","Klawock","1997","Klawock_1997","Land Mammals","Large Land Mammals","Deer",106,303,295,847.3,"Yes",80,"Ind.",0.71699995,0.585,0.43400002,0.35799998,0.255,40248,47.57,176
"545","Tongass","Klawock","1987","Klawock_1987","Land Mammals","Large Land Mammals","Moose",52,224,198,790.3,"No",400,"Ind.",0.033,NA,0.011,0.022,0,1000,1.27,NA
"546","Tongass","Klawock","1997","Klawock_1997","Land Mammals","Large Land Mammals","Moose",106,303,295,847.3,"Yes",400,"Ind.",0.066,0.027999999,0.027999999,0.047,0.027999999,3430,4.05,3
"547","Tongass","Klawock","1997","Klawock_1997","Land Mammals","Small Land Mammals","Beaver",106,303,295,847.3,"Yes",8.75,"Ind.",0.019,0.019,0.019,0,0,0,0,52
"548","Tongass","Klawock","1984","Klawock_1984","Land Mammals","Small Land Mammals","Coyote",36,131,130,473.1,"No",0,"Ind.",0.027999999,0.027999999,0.027999999,0,0,0,0,2
"549","Tongass","Klawock","1997","Klawock_1997","Land Mammals","Small Land Mammals","Land Otter",106,303,295,847.3,"Yes",0,"Ind.",0.019,0.019,0.019,0,0,0,0,12
"550","Tongass","Klawock","1997","Klawock_1997","Land Mammals","Small Land Mammals","Marten",106,303,295,847.3,"Yes",0.5,"Ind.",0.019,0.019,0.019,0,0,0,0,34
"551","Tongass","Klawock","1984","Klawock_1984","Land Mammals","Small Land Mammals","Mink",36,131,130,473.1,"No",0,"Ind.",0.027999999,0.027999999,0.027999999,0,0,0,0,11
"552","Tongass","Klawock","1997","Klawock_1997","Land Mammals","Small Land Mammals","Mink",106,303,295,847.3,"Yes",0,"Ind.",0.038,0.038,0.038,0,0.019,0,0,22
"553","Tongass","Klawock","1997","Klawock_1997","Land Mammals","Small Land Mammals","Weasel",106,303,295,847.3,"Yes",0,"Ind.",0.009,0.009,0.009,0,0,0,0,6
"554","Tongass","Klawock","1997","Klawock_1997","Land Mammals","Small Land Mammals","Wolf",106,303,295,847.3,"Yes",0,"Ind.",0.019,0.019,0.019,0,0.009,0,0,45
"555","Tongass","Klukwan","1983","Klukwan_1983","Land Mammals","Large Land Mammals","Black Bear",33,41,124,154.1,"No",150,"Ind.",0.03,0.12100001,0.03,0,0.03,187,1.21,1
"556","Tongass","Klukwan","1987","Klukwan_1987","Land Mammals","Large Land Mammals","Black Bear",29,39,101,133.4,"No",58,"Ind.",0.117,NA,0.071,0.046,0.071,162,1.21,NA
"557","Tongass","Klukwan","2014","Klukwan_2014","Land Mammals","Large Land Mammals","Black Bear",24,32,48,64,"Yes",58,"Ind.",25,8.3,4.1,25,12.5,154.6,2.4166667,2
"558","Tongass","Klukwan","1983","Klukwan_1983","Land Mammals","Large Land Mammals","Deer",33,41,124,154.1,"No",80,"Ind.",0.12100001,0.152,0.03,0.091000006,0,199,1.29,2
"559","Tongass","Klukwan","1987","Klukwan_1987","Land Mammals","Large Land Mammals","Deer",29,39,101,133.4,"No",80,"Ind.",0.477,NA,0.122,0.38099998,0.122,1710,12.82,NA
"560","Tongass","Klukwan","1996","Klukwan_1996","Land Mammals","Large Land Mammals","Deer",32,36,96,108,"Yes",80,"Ind.",0.774,0.29,0.22600001,0.645,0.29,1765,15.83,19
"561","Tongass","Klukwan","2014","Klukwan_2014","Land Mammals","Large Land Mammals","Deer",24,32,48,64,"Yes",80,"Ind.",25,4.1,4.1,20.8,16.6,320,5,3
"562","Tongass","Klukwan","1983","Klukwan_1983","Land Mammals","Large Land Mammals","Goat",33,41,124,154.1,"No",55,"Ind.",0.03,0.12100001,0.03,0,0.03,137,0.89,2
"563","Tongass","Klukwan","1996","Klukwan_1996","Land Mammals","Large Land Mammals","Goat",32,36,96,108,"Yes",102,"Ind.",0.258,0.096999995,0.065,0.19399999,0.065,355,3.19,3
"564","Tongass","Klukwan","2014","Klukwan_2014","Land Mammals","Large Land Mammals","Goat",24,32,48,64,"Yes",102,"Ind.",58.3,4.1,4.1,58.3,20.8,136,2.125,1
