"","Forest","Site","richness","sw_diversity","evenness","avg","sd","sw_div_h","richness_h","evenness_h","evenness_h_log","sd_log","log_1_SD","sd_0_1","logit_sd_0_1"
"14","Tongass","Beecher Pass",27,2.63377267145991,0.799121066526856,0.25,0.10412889362667,1.30686855034688,4,0.942706388339595,-0.0590004039618619,-2.26212578542072,2.26212578542072,0.791742212746661,1.3354591757538
"15","Tongass","Coffman Cove",50,2.72065364106023,0.695459519866109,0.25,0.0899928449520842,1.3310852736438,4,0.960175061643121,-0.040639655266816,-2.4080251123446,2.4080251123446,0.820014310095832,1.51644444424493
"16","Tongass","Craig",56,2.97704503784396,0.739573897281076,0.24999615161409,0.0627582168178737,1.36055858200549,4,0.981435559549117,-0.0187389224906819,-2.76846576423807,2.76846576423807,0.874483566364253,1.94119680694177
"17","Tongass","Edna Bay",42,2.81862929585946,0.754114082762082,0.25,0.140667074484671,1.25297441307249,4,0.903829986050219,-0.101114004805583,-1.96135935443831,1.96135935443831,0.718665851030658,0.937853403326855
"18","Tongass","Elfin Cove",22,2.30672382385969,0.746260803164807,0.25,0.107542918052154,1.31167715433206,4,0.946175062901108,-0.0553276711301602,-2.22986527339413,2.22986527339413,0.784914163895693,1.29453718030001
"19","Tongass","Game Creek",25,2.38347542159238,0.740468272549772,0.25,0.084002321878328,1.3470075789192,4,0.971660577073289,-0.028748736048289,-2.47691083911217,2.47691083911217,0.831995356243344,1.59983523893744
"20","Tongass","Gustavus",29,2.17654558441858,0.64637789321508,0.25,0.0929716789370217,1.32513874645547,4,0.955885549000563,-0.0451170917162392,-2.37546035976572,2.37546035976572,0.814056642125957,1.47658784872658
"21","Tongass","Haines",59,2.91430203855366,0.714721097879646,0.25,0.205911578362188,1.10638521373884,4,0.798088230586949,-0.225536122998849,-1.58030843359017,1.58030843359017,0.588176843275624,0.356433630599447
"22","Tongass","Hollis",43,2.84436807769105,0.756239495426729,0.249988009017219,0.0531432889490414,1.3679095618093,4,0.986738170603434,-0.0133505527517959,-2.93476344841213,2.93476344841213,0.893713422101917,2.12924615572122
"23","Tongass","Hoonah",49,2.87242756038511,0.738067880929548,0.249935568532174,0.0525163922191402,1.36839698129216,4,0.987089769438816,-0.0129942918721434,-2.94662992537353,2.94662992537353,0.89496721556172,2.14251455277809
"24","Tongass","Hydaburg",44,2.72938720946778,0.72126068551213,0.249997315467375,0.104200637044892,1.32213492366247,4,0.95371874887698,-0.0473864634975229,-2.26143703600697,2.26143703600697,0.791598725910215,1.33458918067989
"25","Tongass","Hyder",30,2.75474070682063,0.80993262010404,0.25,0.125661802575243,1.29440493405855,4,0.933715789634238,-0.0685831808135252,-2.07416108724915,2.07416108724915,0.748676394849515,1.09156546826385
"26","Tongass","Kake",42,2.65702995089005,0.71087876196783,0.249994075236596,0.0686998170608645,1.35509640600434,4,0.97749543243446,-0.022761659834853,-2.67800874262689,2.67800874262689,0.862600365878271,1.83705779145597
"27","Tongass","Kasaan",32,2.41079654813795,0.695608844918169,0.25,0.0915852958216959,1.33999407576393,4,0.966601403962607,-0.0339690670969267,-2.39048454615174,2.39048454615174,0.816829408356608,1.4950123571663
"28","Tongass","Klawock",55,2.99658829188445,0.7477761776653,0.25,0.0852190515252451,1.34323120058102,4,0.968936495922786,-0.0315562049223266,-2.4625302606925,2.4625302606925,0.82956189694951,1.58252552758654
"29","Tongass","Klukwan",38,2.11180663206496,0.580551645881511,0.25,0.396508432272132,0.583365230400893,4,0.420809062463208,-0.865576081518657,-0.925057971368849,0.925057971368849,0.206983135455736,-1.34320716945515
"30","Tongass","Metlakatla",36,2.89060183610343,0.806637800928934,0.25,0.0493462811016488,1.37190103509437,4,0.989617409960539,-0.0104368651316331,-3.00889287355821,3.00889287355821,0.901307437796702,2.21183683184301
"31","Tongass","Meyers Chuck",27,2.60694226155083,0.790980369338281,0.25,0.13346937609466,1.27151950652891,4,0.917207443231421,-0.0864216128640439,-2.01388322000569,2.01388322000569,0.73306124781068,1.01021001658213
"32","Tongass","Naukati Bay",39,2.70269438061818,0.737723188982894,0.25,0.0927921117942088,1.33242604501558,4,0.961142223747638,-0.0396328853870439,-2.37739364502045,2.37739364502045,0.814415776411582,1.47896220290869
"33","Tongass","Pelican",36,2.49261469057519,0.69557737335388,0.25,0.101607170025768,1.31590847813521,4,0.949227317834707,-0.0521069749835148,-2.28664117520801,2.28664117520801,0.796785659948463,1.36632442472174
"34","Tongass","Petersburg",46,2.82156334427793,0.73696203224082,0.25,0.100170319029917,1.31571845229155,4,0.949090243163564,-0.0522513919917097,-2.30088335147867,2.30088335147867,0.799659361940166,1.38416673135219
"35","Tongass","Point Baker",39,2.77728245010865,0.758082630612399,0.25,0.0994289677078834,1.31614450441223,4,0.949397574804395,-0.0519276273189985,-2.30831178214318,2.30831178214318,0.801142064584233,1.39344761297471
"36","Tongass","Port Alexander",33,2.33321442397843,0.667298549470276,0.25,0.145819528661537,1.24637322179618,4,0.899068233091072,-0.106396348512968,-1.92538552693978,1.92538552693978,0.708360942676927,0.887436837225325
"37","Tongass","Port Protection",48,2.976142219742,0.768790411904761,0.25,0.081340647460731,1.34689314837398,4,0.971578032883229,-0.0288336913282902,-2.50910941860443,2.50910941860443,0.837318705078538,1.63841172778021
"38","Tongass","Saxman",43,2.77527425191493,0.737869341313464,0.25,0.0979056056986483,1.33034181868588,4,0.959638772252661,-0.0411983442344037,-2.32375147165032,2.32375147165032,0.804188788602703,1.41268306541816
"39","Tongass","Sitka",58,2.88460084807863,0.710415302120063,0.25,0.0939042014837915,1.32628743037917,4,0.9567141493007,-0.0442506267129117,-2.36548014953258,2.36548014953258,0.812191597032417,1.46431395925519
"40","Tongass","Skagway",28,2.64510029838217,0.793798907091419,0.25,0.214600950808299,1.06595015570035,4,0.768920501731854,-0.262767693582664,-1.53897501818818,1.53897501818818,0.570798098383402,0.285108112749544
"41","Tongass","Tenakee Springs",31,2.45437553518146,0.714730541795786,0.25,0.105012394268137,1.31120882861589,4,0.945837237306982,-0.0556847783198744,-2.25367689514194,2.25367689514194,0.789975211463727,1.32477600267462
"42","Tongass","Thorne Bay",49,2.7244976018821,0.700057400698786,0.25,0.115342712013255,1.29745616523248,4,0.935916787675852,-0.0662287085122807,-2.15984747786465,2.15984747786465,0.76931457597349,1.20444497566827
"43","Tongass","Whale Pass",37,2.58676627797924,0.716373603764642,0.2499449409951,0.111228186284121,1.30672265578058,4,0.942601147655948,-0.0591120469503369,-2.19617145550664,2.19617145550664,0.777543627431758,1.25140875089612
"44","Tongass","Whitestone",29,1.98829399468666,0.59047202713242,0.25,0.136341751718258,1.26758365083976,4,0.914368323489225,-0.089521808955007,-1.99259066496913,1.99259066496913,0.727316496563485,0.981049934254533
"45","Tongass","Wrangell",49,2.93804195582157,0.754927445454743,0.25,0.0834245360665875,1.34167902366757,4,0.967816836954973,-0.0327124276312704,-2.48381281544392,2.48381281544392,0.833150927866825,1.60812516757105
"46","Tongass","Yakutat",69,2.86341230093711,0.676273092759501,0.25,0.156705938594481,1.23991724685873,4,0.894411231577897,-0.111589618992554,-1.85338423247942,1.85338423247942,0.686588122811038,0.784216355254708
