"","Forest","Site","richness","sw_diversity","evenness","avg","sd","sw_div_h","richness_h","evenness_h","evenness_h_log","sd_log","log_1_SD","sd_0_1","logit_sd_0_1"
"1","Chugach","Chenega",68,2.9710802823281,0.704129602295418,0.25,0.17235599561195,1.16739821439009,4,0.842099807321609,-0.171856735753237,-1.75819319920367,1.75819319920367,0.6552880087761,0.642365586708701
"2","Chugach","Cooper Landing",36,2.45259290350991,0.68440908102653,0.249978780291134,0.223831989248949,1.03518457113544,4,0.746727823590936,-0.29205451956032,-1.49685955654959,1.49685955654959,0.552336021502103,0.21011369268611
"3","Chugach","Cordova",76,2.71633110601815,0.627221972027156,0.24998917950929,0.160784810277874,1.18620734832311,4,0.855667729445898,-0.155873144731691,-1.82768839014528,1.82768839014528,0.678430379444252,0.74656779509867
"4","Chugach","Hope",41,2.73200590546886,0.735681402271382,0.25,0.238108403021915,1.00571702589111,4,0.72547148289535,-0.320933514259718,-1.43502923412586,1.43502923412586,0.52378319395617,0.0952046212938082
"5","Chugach","Moose Pass",27,2.49410451567909,0.756743921826079,0.24953786506517,0.160450414637645,1.20467024567799,4,0.86898589467306,-0.140428385525051,-1.82977032721244,1.82977032721244,0.679099170724711,0.749635038650663
"6","Chugach","Nanwalek",64,2.73074350462895,0.65660501867799,0.25,0.276413250099669,0.968989997388699,4,0.698978531951843,-0.358135249735212,-1.28585825010567,1.28585825010567,0.447173499800662,-0.212097547399955
"7","Chugach","Port Graham",63,2.74929613908345,0.663578744270754,0.25,0.232686412539202,1.03408279540228,4,0.745933060397732,-0.293119414174809,-1.45806360084193,1.45806360084193,0.534627174921597,0.138730775964149
"8","Chugach","Port San Juan (Evans Island)",20,2.27092878875946,0.75805465288303,0.25,0.239368562820795,1.01857420044464,4,0.734745973879464,-0.308230453276941,-1.42975081101907,1.42975081101907,0.521262874358411,0.085102823293924
"9","Chugach","Seward",33,2.46600454723853,0.705276480570302,0.249431007938526,0.196299729177954,1.14618922681227,4,0.82680075672121,-0.190191535934001,-1.62811255733412,1.62811255733412,0.607400541644091,0.43639854214529
"10","Chugach","Tatitlek",54,2.76394742555827,0.692895081377643,0.25,0.153253587125398,1.22345683135461,4,0.88253755166851,-0.124953939614239,-1.87566129742247,1.87566129742247,0.693492825749203,0.816499732591435
"11","Chugach","Valdez",51,2.72526650619419,0.693130052236289,0.249979292192871,0.169594935420322,1.12756551091252,4,0.81336658543546,-0.206573366466594,-1.77434241797869,1.77434241797869,0.660810129159356,0.66690650915688
"12","Chugach","Whittier",45,2.64094805375402,0.693769952248475,0.25,0.186407643431071,1.10479084359713,4,0.79693813563856,-0.226978224737176,-1.67981937203985,1.67981937203985,0.627184713137859,0.520158008051127
"13","Tongass","Angoon",45,2.55912899190363,0.672276304710703,0.25,0.0892337405091508,1.33139879413584,4,0.960401218872661,-0.040404145505627,-2.41649605408821,2.41649605408821,0.821532518981698,1.52676511612337
