"","X","Forest","site","Site","Year","richness","sw_diversity","evenness","avg","sd","sw_div_h","richness_h","evenness_h","evenness_h_log","sd_log","harvest_total_mean","harvest_total_sd","harvest_total_cv","n","prop_days_below_threshold","synchrony_loreau","synchrony_gross","1_logSD","log_1_SD"
"34",34,"Chugach","Port Graham_1997","Port Graham",1997,38,2.43599381895204,0.669673160163792,25,26.1075613128845,0.945760153229067,4,0.682221741466981,-0.38240053986751,3.26222497784662,0.272466078972322,0.332843304860717,1.22159538580407,257,70.4109589041096,0.450293302660347,0.266712622861896,0.306539250600704,-3.26222497784662
"35",35,"Chugach","Port Graham_2003","Port Graham",2003,44,2.35206207049854,0.621549736677216,25,26.7621493470715,0.910805604216726,4,0.657007364208673,-0.420060051719138,3.28698855143189,0.270534731549821,0.358416215193579,1.32484362780449,268,73.4246575342466,0.448976901622044,0.232850213502829,0.304229839670228,-3.28698855143189
"36",36,"Chugach","Port Graham_2014","Port Graham",2014,37,2.40621769148936,0.666372858564187,25,23.8439929750932,1.01975792110343,4,0.735599847841579,-0.307068993101396,3.17153231873816,0.269967617912603,0.381284406963599,1.41233385659991,266,72.8767123287671,0.452268797415259,0.238850875734224,0.315305000706367,-3.17153231873816
"37",37,"Chugach","Tatitlek_1987","Tatitlek",1987,33,2.58788993095393,0.740135659786342,25,17.7512865093513,1.15295940452852,4,0.831684407629795,-0.184302227872755,2.87645799269499,0.268246300855984,0.222392906083877,0.8290623407451,231,63.2876712328767,0.183742280833542,0.0911035104181148,0.347649784053716,-2.87645799269499
"38",38,"Chugach","Tatitlek_1988","Tatitlek",1988,36,2.71041325102116,0.756355218870112,25,14.7845935403377,1.24061901425297,4,0.894917449747658,-0.111023799880001,2.69358566157299,0.255106339127601,0.234387423930297,0.918783220878958,243,66.5753424657534,0.203144541456835,0.197923816246936,0.37125234748095,-2.69358566157299
"39",39,"Chugach","Tatitlek_1989","Tatitlek",1989,28,2.01112328860091,0.60354137402424,25,18.5718514337344,1.07894779888031,4,0.77829631941134,-0.250647954038204,2.92164707064982,0.254501854644905,0.291292823109566,1.1445607086675,237,64.9315068493151,0.317037197321379,0.141304392202427,0.342272689280565,-2.92164707064982
"40",40,"Chugach","Tatitlek_1990","Tatitlek",1990,23,2.46778714120059,0.787048857772907,25,14.4084964990829,1.2490557371984,4,0.901003258925022,-0.104246404371437,2.66781806723848,0.245953667807856,0.239278336277803,0.972859394252792,229,62.7397260273973,0.23573403271889,0.114173057917675,0.374838154175604,-2.66781806723848
"41",41,"Chugach","Tatitlek_1991","Tatitlek",1991,31,2.39028353988382,0.696066524872853,25,14.250277742955,1.26452310946891,4,0.912160609560143,-0.0919391974389772,2.6567763972584,0.264562309557954,0.277957804712936,1.05063266637399,224,61.3698630136986,0.248921657959399,0.152001920758562,0.376395996679256,-2.6567763972584
"42",42,"Chugach","Tatitlek_1993","Tatitlek",1993,35,2.51321157538274,0.706882007588845,25,16.9611446737543,1.13373224506717,4,0.817814943827157,-0.201119198013415,2.8309251206425,0.267042170107469,0.267728822183712,1.00257132450641,229,62.7397260273973,0.240949187143782,0.212248474229523,0.353241416633811,-2.8309251206425
"43",43,"Chugach","Tatitlek_1997","Tatitlek",1997,36,2.4978210131587,0.697030225333436,25,20.9606417516332,1.1392415919083,4,0.821789097510274,-0.196271489218209,3.04264647690555,0.238358075569107,0.16625496228476,0.697500858268834,222,60.8219178082192,0.141917902922226,0.0814935359022995,0.328661251837915,-3.04264647690555
"44",44,"Chugach","Tatitlek_2003","Tatitlek",2003,32,2.36322782151185,0.681883411717195,25,20.1694535527553,1.14675878410692,4,0.827211605463454,-0.189694745510802,3.00416925951957,0.239753506390591,0.182056596248051,0.759349045562888,220,60.2739726027397,0.152199811261862,0.138477992123429,0.332870725186744,-3.00416925951956
"45",45,"Chugach","Tatitlek_2014","Tatitlek",2014,26,2.42820584914359,0.745283579171706,25,22.3732595029596,1.03757167419564,4,0.748449754464458,-0.289751205679657,3.10786647355808,0.244214111704725,0.21959350472087,0.899184339463463,237,64.9315068493151,0.223573021653358,0.203419446869856,0.321764145438056,-3.10786647355808
"46",46,"Chugach","Valdez_1991","Valdez",1991,46,2.6760748422871,0.698961998567192,25,17.3195728345863,1.12211267876157,4,0.809433198483971,-0.211421031216487,2.85183723970003,0.270175475624228,0.326798691393113,1.20957940626572,253,69.3150684931507,0.306039028742583,0.237403068878439,0.350651147295203,-2.85183723970003
"47",47,"Chugach","Valdez_1992","Valdez",1992,38,2.48133968561131,0.682139082527727,25,18.8489837520983,1.08783918674378,4,0.784710099999966,-0.242440928770632,2.93645900008517,0.26850528608405,0.334021209052848,1.24400235810735,248,67.9452054794521,0.336785391277749,0.341434663807306,0.340546215687328,-2.93645900008517
"48",48,"Chugach","Valdez_1993","Valdez",1993,34,2.71380739165755,0.769577407844011,25,15.9234444750961,1.15287341132885,4,0.831622376648435,-0.18437681541364,2.76779251851447,0.270208438954295,0.29005547876651,1.07345085108749,227,62.1917808219178,0.269930393540791,0.267021983486146,0.361298758238106,-2.76779251851447
"49",49,"Tongass","Angoon_1984","Angoon",1984,39,2.54875790200851,0.695704930938211,25,11.0355486062051,1.3000390000073,4,0.93777990913639,-0.0642399959551646,2.40112175357989,0.275198141500522,0.229086657209483,0.832442602847478,232,63.5616438356164,0.176126851624692,0.117960680000174,0.416472008763853,-2.40112175357989
"50",50,"Tongass","Angoon_1987","Angoon",1987,30,2.37307384907235,0.697717180974847,25,9.81701301872152,1.31815316975816,4,0.950846520571086,-0.0504026168732041,2.28411690285003,0.274283832445987,0.212209368702078,0.773685298217008,233,63.8356164383562,0.169845679352191,0.0755279655826783,0.437805962887556,-2.28411690285003
"51",51,"Tongass","Angoon_1996","Angoon",1996,38,2.39856919840734,0.659384848381918,25,9.25007957408972,1.33469472674147,4,0.962778731685284,-0.0379316633823483,2.22463215409163,0.27424365470501,0.217741033669522,0.793969267597951,233,63.8356164383562,0.17182314797735,0.178602878339865,0.449512517456319,-2.22463215409163
"52",52,"Tongass","Angoon_2012","Angoon",2012,30,2.43446058825132,0.715765748079462,25,9.94662851724765,1.32294562906953,4,0.95430354921217,-0.0467734723872111,2.29723365126274,0.27471273791754,0.226821864696741,0.825669266071039,221,60.5479452054795,0.193330055400948,0.130183582004876,0.435306177693471,-2.29723365126274
"53",53,"Tongass","Coffman Cove_1987","Coffman Cove",1987,30,2.07992277683239,0.611526631193613,25,15.5787167675348,1.20427649351039,4,0.868701862523294,-0.140755293683458,2.74590567296415,0.271674228799107,0.247822812997842,0.912205821263588,203,55.6164383561644,0.252532781047899,0.0992593217740423,0.364178569513831,-2.74590567296415
"54",54,"Tongass","Coffman Cove_1998","Coffman Cove",1998,48,2.71180398807443,0.700507150218595,25,6.25326529777418,1.36037768641296,4,0.981305070961992,-0.0188718881870029,1.83310377496392,0.272009200739338,0.223687758968834,0.822353649659041,223,61.0958904109589,0.1958572921229,0.18611706170304,0.545522852365344,-1.83310377496392
"55",55,"Tongass","Craig_1987","Craig",1987,34,2.71713888638667,0.77052214809557,25,3.35304433935168,1.37939642863386,4,0.995024193505011,-0.00498822703873818,1.20986869118183,0.272946692939291,0.186894588395586,0.684729264835442,219,60,0.111870885443287,0.0847965483614081,0.826535976415073,-1.20986869118183
"56",56,"Tongass","Craig_1997","Craig",1997,54,2.88278975340492,0.722687711896937,25,9.27217124879304,1.32608510571024,4,0.956568202902443,-0.0444031879889533,2.22701757532257,0.273133743695165,0.227430249594581,0.832669909318888,227,62.1917808219178,0.188665768917231,0.201168599064387,0.449031031941971,-2.22701757532257
"57",57,"Tongass","Edna Bay_1987","Edna Bay",1987,37,2.78684094352886,0.771781860166434,25,10.669076211291,1.31310775162124,4,0.947207020708411,-0.0542376028143969,2.36734948342976,0.272364811370366,0.202694915463788,0.744203755411562,206,56.4383561643836,0.164859269461234,0.139709372451897,0.422413339052595,-2.36734948342976
"58",58,"Tongass","Edna Bay_1998","Edna Bay",1998,30,2.35790622753861,0.6932576863229,25,20.507523959324,1.08682244758019,4,0.783976677725375,-0.24337600687347,3.02079184121416,0.274565912254296,0.273236079235343,0.995156598253458,206,56.4383561643836,0.323320814005759,0.220322256219294,0.331039029686357,-3.02079184121416
"59",59,"Tongass","Haines_1983","Haines",1983,42,2.8633853910743,0.766088414307038,25,20.2640140662084,1.05461019633436,4,0.760740450161256,-0.273463043473127,3.0088466068468,0.272293531186883,0.295123972128227,1.08384496261013,234,64.1095890410959,0.259926118477717,0.250477157662075,0.332353267103894,-3.0088466068468
"60",60,"Tongass","Haines_1987","Haines",1987,28,2.47785084720366,0.743607074426947,25,18.5929118432691,1.14632958304347,4,0.826902002340566,-0.190069088754268,2.9227804243931,0.274863076157555,0.279379960570815,1.01643321640871,223,61.0958904109589,0.283044949802076,0.265203273981447,0.342139967701352,-2.9227804243931
"61",61,"Tongass","Haines_1996","Haines",1996,45,2.66383480608587,0.699782240543892,25,24.7106795816243,1.02374070890265,4,0.738472821945006,-0.303170979387285,3.20723552191389,0.273702641363219,0.317159414289382,1.15877367024929,232,63.5616438356164,0.354187831771372,0.298679561191612,0.311795000138705,-3.20723552191389
"62",62,"Tongass","Haines_2012","Haines",2012,37,2.73323395375652,0.756936053346894,25,17.7272431441587,1.18561165537681,4,0.855238027816141,-0.156375453683506,2.87510261697294,0.274976696795943,0.327243196586178,1.19007610608189,240,65.7534246575342,0.300961100168612,0.333857474469267,0.347813672491751,-2.87510261697294
"63",63,"Tongass","Hollis_1987","Hollis",1987,33,2.77559506141064,0.793819264685507,25,6.09885919135863,1.36279396183348,4,0.983048045245296,-0.0170972838896999,1.80810173587919,0.273779012557865,0.173735919442676,0.63458450602,243,66.5753424657534,0.119206573174242,0.160512643162277,0.553066224182207,-1.80810173587919
"64",64,"Tongass","Hollis_1998","Hollis",1998,35,2.59266396682622,0.729229296818858,25,8.58329032197423,1.33820346290946,4,0.965309749819958,-0.0353062448781941,2.14981732739695,0.272163084045625,0.251347989261144,0.923519771766727,218,59.7260273972603,0.237032442851772,0.222155719057229,0.465155800567866,-2.14981732739695
"65",65,"Tongass","Hoonah_1985","Hoonah",1985,36,2.56132712105076,0.714751942166172,25,6.96119297980155,1.35587746980535,4,0.978058850870629,-0.0221854360434002,1.94035086480205,0.2750815961489,0.217238215698906,0.789722826754708,207,56.7123287671233,0.157941836124181,0.114596663160552,0.515370708535242,-1.94035086480205
"66",66,"Tongass","Hoonah_1987","Hoonah",1987,33,2.53247082609896,0.724285814224524,25,7.86157447846382,1.34496851349933,4,0.970189702288643,-0.0302636572361702,2.06198690170686,0.27503980456857,0.187130410697795,0.680375740490834,233,63.8356164383562,0.140644646397663,0.09660790195306,0.484969133010604,-2.06198690170686
"67",67,"Tongass","Hoonah_1996","Hoonah",1996,41,2.84948363970961,0.767316101189454,25,9.6132979283126,1.32529664434899,4,0.955999448254539,-0.0449979430705062,2.26314734083401,0.277654187636904,0.223762241719478,0.80590263602326,232,63.5616438356164,0.18320778829829,0.178759353971582,0.441862525676954,-2.26314734083401
"68",68,"Tongass","Hoonah_2012","Hoonah",2012,35,2.6750028569834,0.752388461191273,25,1.9010038628835,1.38412126548973,4,0.998432442855495,-0.00156878704766953,0.642382095531319,0.274074805749892,0.201536748421765,0.735334821711697,219,60,0.1276202763567,0.206059021468943,1.55670590285194,-0.642382095531319
"69",69,"Tongass","Hoonah_2016","Hoonah",2016,20,2.08971213359471,0.697563047286459,25,8.84442564477546,1.33889512133092,4,0.965808675907269,-0.0347895224527171,2.17978738992114,0.273865767516978,0.315970951876104,1.15374387511399,225,61.6438356164384,0.230735355333638,0.167197752580869,0.458760338106266,-2.17978738992114
"70",70,"Tongass","Hydaburg_1987","Hydaburg",1987,33,2.65681084249178,0.759847017570149,25,13.1861098058142,1.28977690363688,4,0.930377371365028,-0.0721649994781944,2.57916398811087,0.271373106608995,0.254089920886403,0.936312090985886,239,65.4794520547945,0.192374309637086,0.180575726872105,0.387722535135293,-2.57916398811087
"71",71,"Tongass","Hydaburg_1997","Hydaburg",1997,39,2.64988619889867,0.723308751116044,25,10.434832180969,1.31700444527548,4,0.950017891013825,-0.0512744619187505,2.34514945807775,0.276558101092543,0.283892262520882,1.02651942358356,262,71.7808219178082,0.278754107785441,0.256763120118873,0.426412055127467,-2.34514945807775
"72",72,"Tongass","Hydaburg_2012","Hydaburg",2012,33,2.54295718845497,0.727284910371658,25,12.0261145840581,1.3031245892947,4,0.940005691317963,-0.0618693491428385,2.48708050059944,0.275725574680302,0.306317490791894,1.11095059334653,239,65.4794520547945,0.280323732094904,0.277544673872345,0.402077857857428,-2.48708050059943
"73",73,"Tongass","Kake_1985","Kake",1985,30,2.61843870889093,0.769857910337244,25,8.97371513549164,1.33701815105318,4,0.964454728051479,-0.0361923859946188,2.19429976373501,0.274316012618551,0.209775439175,0.764721815443937,211,57.8082191780822,0.158932843329942,0.256695681522646,0.455726248768243,-2.19429976373501
"74",74,"Tongass","Kake_1987","Kake",1987,26,2.52473207021798,0.774910147920648,25,8.62218728606781,1.33573198650558,4,0.963526956444185,-0.0371548138914905,2.15433879797117,0.273800950559979,0.208817974864725,0.762663440129222,235,64.3835616438356,0.162757991719698,0.140343853144533,0.464179543599058,-2.15433879797117
"75",75,"Tongass","Kake_1996","Kake",1996,39,2.34048671458997,0.638855556603659,25,8.35418297757272,1.33998877292827,4,0.966597578775248,-0.0339730244623023,2.12276236882443,0.273826186407445,0.248653532454992,0.908070684244215,247,67.6712328767123,0.202722892695546,0.13093291685122,0.471084288418865,-2.12276236882443
"76",76,"Tongass","Kasaan_1987","Kasaan",1987,25,2.52771814228922,0.785279793262207,25,8.05131259637665,1.34633011458103,4,0.971171889852763,-0.0292518028223433,2.08583513358889,0.271520693173695,0.161117563722848,0.593389630232636,239,65.4794520547945,0.111486038762232,0.0581236059770157,0.479424276586711,-2.08583513358889
"77",77,"Tongass","Kasaan_1998","Kasaan",1998,29,2.1150574796768,0.628117512230964,25,15.4500686330623,1.25472857764201,4,0.905095348312897,-0.099714983580077,2.73761344560329,0.274440546836004,0.276865225163222,1.00883498577441,232,63.5616438356164,0.30128183646843,0.182381986197652,0.365281665899923,-2.73761344560329
"78",78,"Tongass","Klawock_1984","Klawock",1984,45,2.94929792985418,0.774772635551445,25,7.94495616791143,1.34911999254745,4,0.973184361406182,-0.0271817374515918,2.07253728303343,0.268779946102687,0.210015365711587,0.781365458088717,236,64.6575342465753,0.167748387790748,0.185307800773592,0.482500367152079,-2.07253728303343
"79",79,"Tongass","Klawock_1987","Klawock",1987,35,2.69415334160442,0.757774849328192,25,9.81780032000385,1.33321450812492,4,0.961710979656522,-0.039041310404134,2.28419709727502,0.274251624440445,0.207718886372045,0.757402574354311,235,64.3835616438356,0.164440966639456,0.185214833672763,0.437790592236095,-2.28419709727502
"80",80,"Tongass","Klawock_1997","Klawock",1997,44,2.86758935122568,0.757781620012657,25,8.56287433713882,1.340695301316,4,0.967107231275864,-0.0334458990088536,2.14743592083872,0.274784953257124,0.223103699145492,0.811921091387883,239,65.4794520547945,0.172442468046167,0.20509477383745,0.46567163671614,-2.14743592083872
"81",81,"Tongass","Klukwan_1983","Klukwan",1983,26,2.11854016554069,0.650238610433318,25,38.4647305716237,0.608396150520985,4,0.43886505462628,-0.823563305812612,3.64974173237899,0.273875894227025,0.432124186005396,1.577810223952,269,73.6986301369863,0.474338819077124,0.217319858191954,0.273991989934087,-3.64974173237899
"82",82,"Tongass","Klukwan_1987","Klukwan",1987,24,2.1170625637529,0.666150630784349,25,40.2099015528596,0.545891490486757,4,0.393777473094365,-0.931969318338243,3.69411327258138,0.27429595818626,0.398193604674098,1.45169329984697,269,73.6986301369863,0.517301123091182,0.369156051080496,0.270700957499665,-3.69411327258138
"83",83,"Tongass","Klukwan_1996","Klukwan",1996,33,1.93362420592682,0.553015879970193,25,39.9025934623837,0.572879739428091,4,0.413245379549334,-0.88371372310737,3.68644132084071,0.274364887667997,0.390384904741725,1.4228675836032,256,70.1369863013699,0.509284125380536,0.3336092225384,0.271264320510586,-3.68644132084071
"84",84,"Tongass","Klukwan_2014","Klukwan",2014,25,1.5314471263156,0.475770800005404,25,41.5197689541523,0.494765056647215,4,0.356897546815042,-1.03030652210157,3.7261696741541,0.274235677869954,0.502312272968583,1.83168097189303,282,77.2602739726027,0.610537260599434,0.366503300966293,0.268372105257664,-3.7261696741541
"85",85,"Tongass","Petersburg_1987","Petersburg",1987,34,2.57486110987269,0.730175230779321,25,9.3304897925282,1.32907681869772,4,0.95872626764784,-0.0421496800382397,2.23328751000099,0.271521278486172,0.224926103962911,0.828392180594297,220,60.2739726027397,0.194743666064197,0.154174991597408,0.447770381342237,-2.23328751000099
