"","X","Forest","site","Site","Year","richness","sw_diversity","evenness","avg","sd","sw_div_h","richness_h","evenness_h","evenness_h_log","sd_log","harvest_total_mean","harvest_total_sd","harvest_total_cv","n","prop_days_below_threshold","synchrony_loreau","synchrony_gross","1_logSD","log_1_SD"
"86",86,"Tongass","Petersburg_2000","Petersburg",2000,40,2.76795802542716,0.750351986248902,25,16.8255093672773,1.20109129087938,4,0.866404224503302,-0.143403707380072,2.82289614950209,0.278451098532484,0.237359650042767,0.852428492089705,216,59.1780821917808,0.28361477912269,0.353776422522495,0.354246117122085,-2.82289614950209
"87",87,"Tongass","Point Baker_1987","Point Baker",1987,27,2.52160400911086,0.765087627704066,25,9.53763379645792,1.32698743677086,4,0.95721909717564,-0.0437229720649915,2.25524542497434,0.273610235074699,0.20758767704058,0.758698507692545,216,59.1780821917808,0.17300462694543,0.219972976191535,0.44341072103555,-2.25524542497434
"88",88,"Tongass","Point Baker_1996","Point Baker",1996,33,2.68599234937408,0.768192918835714,25,12.9595071392589,1.27236898443437,4,0.917820212012197,-0.0857537550235353,2.56182966082282,0.278225004522237,0.263148372004699,0.945811367517354,219,60,0.289187256461385,0.350453177988838,0.390346015307987,-2.56182966082282
"89",89,"Tongass","Port Protection_1987","Port Protection",1987,32,2.68475471960553,0.774656463995628,25,11.6040899711897,1.30233121225016,4,0.939433390754108,-0.0624783612539554,2.45135761969253,0.270551801801802,0.23711154728868,0.876399808500926,227,62.1917808219178,0.240266054355842,0.254038921356902,0.40793721485869,-2.45135761969253
"90",90,"Tongass","Port Protection_1996","Port Protection",1996,43,2.80083965475767,0.744666481071081,25,9.88322289709393,1.32855145297406,4,0.958347296385754,-0.042545044383283,2.29083866272607,0.27486919959429,0.182379572329454,0.663514037217149,211,57.8082191780822,0.1487679101081,0.161443850139622,0.436521356248638,-2.29083866272607
"91",91,"Tongass","Saxman_1987","Saxman",1987,30,2.68910632200939,0.790635185275615,25,8.48322847356344,1.34420400573736,4,0.969638226510183,-0.030832239413104,2.13809109357188,0.272681667933066,0.227382484128509,0.833875213732095,248,67.9452054794521,0.169797185589971,0.138614133116636,0.467706919974773,-2.13809109357188
"92",92,"Tongass","Saxman_1999","Saxman",1999,37,2.65846748716669,0.736230385591881,25,10.7397053349216,1.31867082326122,4,0.951219928641965,-0.0500099827716657,2.3739476524773,0.273149022362296,0.270601986980384,0.990675290140581,250,68.4931506849315,0.23895969163751,0.245911078324366,0.421239280047504,-2.3739476524773
"93",93,"Tongass","Sitka_1987","Sitka",1987,38,2.57783330742695,0.708665910368662,25,9.24792028702423,1.3258426452107,4,0.95639330462229,-0.044586044026518,2.2243986924102,0.274275459047272,0.218078533701947,0.795107715650055,215,58.9041095890411,0.189871260733751,0.175456321848132,0.449559696025748,-2.2243986924102
"94",94,"Tongass","Sitka_1996","Sitka",1996,50,2.85325266649303,0.729354776936124,25,7.32177818470244,1.35010340718329,4,0.973893745115312,-0.0264530725478657,1.99085321988003,0.278558833943924,0.223458107015831,0.802193575597805,214,58.6301369863014,0.161464307751529,0.154929495798742,0.502297201026332,-1.99085321988003
"95",95,"Tongass","Sitka_2013","Sitka",2013,48,2.69099083361276,0.695130742637841,25,14.0545732402276,1.26306623906367,4,0.911109699705716,-0.0930919721706939,2.64294784034203,0.276500714842694,0.235001459644925,0.849912665790473,204,55.8904109589041,0.220695462828218,0.258597269843207,0.37836539364719,-2.64294784034202
"96",96,"Tongass","Tenakee Springs_1984","Tenakee Springs",1984,20,2.19262198354507,0.731915199132215,25,8.43811374577327,1.33687092633647,4,0.964348527867132,-0.0363025062820342,2.132758793793,0.291238116466072,0.270861648190904,0.930035022467461,223,61.0958904109589,0.277590603966262,0.260658387556662,0.468876275606184,-2.132758793793
"97",97,"Tongass","Tenakee Springs_1987","Tenakee Springs",1987,29,2.25509867911093,0.669706136012405,25,14.7284610866494,1.25505688505349,4,0.905332172050112,-0.0994533616859083,2.68978175024745,0.277134466020056,0.26982141379232,0.973611899188292,220,60.2739726027397,0.263086180700681,0.0659256764211052,0.371777375583727,-2.68978175024745
"98",98,"Tongass","Thorne Bay_1987","Thorne Bay",1987,33,2.4238885490642,0.693231319095901,25,10.0936150071042,1.32000840169712,4,0.952184787530097,-0.0489961584782005,2.31190304642432,0.273236296446004,0.214529767355299,0.785143738755419,213,58.3561643835616,0.204593213682873,0.222848813618767,0.432544090266519,-2.31190304642432
"99",99,"Tongass","Thorne Bay_1998","Thorne Bay",1998,41,2.66346603516318,0.71722481409306,25,12.7968923977399,1.27358023434195,4,0.918693944129665,-0.0848022435086723,2.54920236002282,0.272161375818298,0.242120342822292,0.889620513176482,218,59.7260273972603,0.231042875856236,0.253487434749613,0.392279567790392,-2.54920236002282
"100",100,"Tongass","Whale Pass_1987","Whale Pass",1987,27,2.41757251758722,0.733523112907628,25,9.38708807402946,1.33386748115149,4,0.962182000130156,-0.0385516568859875,2.23933513586431,0.273612704411004,0.220325215133809,0.805244828116061,219,60,0.182826097374207,0.0951547022021456,0.446561117174644,-2.23933513586431
"101",101,"Tongass","Whale Pass_1998","Whale Pass",1998,21,2.12911313081303,0.699325813609407,25,13.0848560441336,1.27884513127351,4,0.922491764476644,-0.0806768305038965,2.57145553432691,0.273566155401075,0.241611435863465,0.883191985168043,200,54.7945205479452,0.239408185898111,0.168603897426946,0.388884811209366,-2.57145553432691
"102",102,"Tongass","Whale Pass_2012","Whale Pass",2012,25,2.18881930860281,0.67999495093677,25,12.7626290572724,1.27363322025574,4,0.918732165387202,-0.0847606404669566,2.54652129566472,0.266072991601858,0.263274223341919,0.989481201218171,206,56.4383561643836,0.268939503958711,0.18766446924016,0.392692573080944,-2.54652129566472
"103",103,"Tongass","Wrangell_1987","Wrangell",1987,37,2.7970841111062,0.774618581417139,25,9.17841893854458,1.33034046619293,4,0.959637796635223,-0.041199360885629,2.21685496088258,0.2719200451401,0.216420857432463,0.795898872850499,218,59.7260273972603,0.211691275835374,0.199865090555097,0.451089501859822,-2.21685496088258
"104",104,"Tongass","Wrangell_2000","Wrangell",2000,40,2.70173021431658,0.732398618042001,25,9.73625483101424,1.32931539090524,4,0.958898361118179,-0.0419701939509003,2.27585652944029,0.278598182777687,0.23562836621382,0.845764189358854,215,58.9041095890411,0.234284169099425,0.29017259986619,0.439395008896248,-2.27585652944029
"105",105,"Tongass","Yakutat_1984","Yakutat",1984,53,2.97169449260074,0.748482619743202,25,11.8541861064623,1.30441361537804,4,0.94093552708697,-0.0608806570607552,2.47268106312956,0.271276056983742,0.240216540687082,0.885505869401067,209,57.2602739726027,0.193104869194901,0.242443421919277,0.404419322374859,-2.47268106312956
"106",106,"Tongass","Yakutat_1987","Yakutat",1987,36,2.46493197636137,0.687852364866623,25,24.801935364273,1.05221383107867,4,0.75901183802599,-0.27573790483595,3.21092168900804,0.27003801987365,0.292528153319155,1.08328506280719,263,72.0547945205479,0.307009104942688,0.273333648925996,0.311437056662984,-3.21092168900804
"107",107,"Tongass","Yakutat_2000","Yakutat",2000,52,2.71319602922233,0.686668862379469,25,15.186709464377,1.24020727868351,4,0.894620445315547,-0.111355734102414,2.72042066801777,0.274818584271462,0.256541479536286,0.933493927335269,241,66.027397260274,0.240847208569283,0.254944028754737,0.367590208292547,-2.72042066801777
"108",108,"Tongass","Yakutat_2015","Yakutat",2015,49,2.61939425138323,0.673051181899348,25,12.7119022857148,1.2704905359904,4,0.916465197884853,-0.0872311852713146,2.54253874242976,0.269193623659161,0.278425286605974,1.03429376528807,259,70.958904109589,0.205206894291838,0.154242639096443,0.393307674456263,-2.54253874242976
