gtinUPC,fdcID,publicationDate
34325052345,2312733,05/23/22
34325055469,2312665,05/23/22
34500141109,2297767,05/23/22
34529123735,2307192,05/23/22
34700094113,2312422,05/23/22
34725103128,2296118,05/23/22
34856205777,2298189,05/23/22
34856425816,2298200,05/23/22
34856516095,2298185,05/23/22
34856022428,2298199,05/23/22
34856806981,2298186,05/23/22
34877110166,2315165,05/23/22
34952560732,2315116,05/23/22
34952589863,2302145,05/23/22
34952589955,2301497,05/23/22
34952590074,2298205,05/23/22
34952593235,2296069,05/23/22
34952594010,2307629,05/23/22
34952594829,2295302,05/23/22
34952595598,2296114,05/23/22
34952594782,2307482,05/23/22
35074010020,2301473,05/23/22
35157338041,2299699,05/23/22
35157338065,2299700,05/23/22
35305301194,2315610,05/23/22
35342720224,2316087,05/23/22
35342770076,2313519,05/23/22
35549874607,2297410,05/23/22
35600813002,2308615,05/23/22
35669181890,2297756,05/23/22
35669182224,2302801,05/23/22
35826036667,2315271,05/23/22
35826047830,2315224,05/23/22
35826053121,2314206,05/23/22
35826070357,2314758,05/23/22
35826076267,2316636,05/23/22
35826087393,2311059,05/23/22
35826087584,2311066,05/23/22
35826107008,2314725,05/23/22
35826107022,2314722,05/23/22
35826107718,2314971,05/23/22
35826107763,2314902,05/23/22
35826108296,2301412,05/23/22
35826108852,2313761,05/23/22
35826108456,2302583,05/23/22
35842024877,2295296,05/23/22
35842027168,2295291,05/23/22
35842027175,2295293,05/23/22
35842068666,2305383,05/23/22
35842024471,2298417,05/23/22
35900307676,2310162,05/23/22
35900307843,2310916,05/23/22
35900309717,2304533,05/23/22
36069000392,2314065,05/23/22
35900309786,2311167,05/23/22
36072470021,2303130,05/23/22
36192105162,2295953,05/23/22
36200014981,2297209,05/23/22
36200430842,2297201,05/23/22
36217232446,2303087,05/23/22
36232018568,2296111,05/23/22
36514170922,2297671,05/23/22
36593031398,2314288,05/23/22
36632002105,2328989,06/21/22
36632013637,2315795,05/23/22
36632010315,2314761,05/23/22
36632026040,2298263,05/23/22
36632035615,2297458,05/23/22
36632039545,2295288,05/23/22
36632073228,2295846,05/23/22
36632076151,2324597,06/21/22
36632076533,2304649,05/23/22
36663404046,2303097,05/23/22
36669061274,2297327,05/23/22
36669038306,2312757,05/23/22
36800144200,2314652,05/23/22
36800173385,2315078,05/23/22
36800221789,2315822,05/23/22
36800280892,2314534,05/23/22
36800315631,2296585,05/23/22
36800457959,2299449,05/23/22
36800475656,2313364,05/23/22
36800474628,2297149,05/23/22
36800482548,2310440,05/23/22
36800482586,2310730,05/23/22
36800482173,2311109,05/23/22
36800482609,2310460,05/23/22
36800482647,2310728,05/23/22
36800482418,2310665,05/23/22
36800487307,2310914,05/23/22
36800486904,2303934,05/23/22
36800486508,2295420,05/23/22
36800489776,2302089,05/23/22
36800493711,2309484,05/23/22
36800493766,2309482,05/23/22
3680048240,2310729,05/23/22
36800489523,2312822,05/23/22
36800481732,2312429,05/23/22
37014000610,2308938,05/23/22
37014000627,2296445,05/23/22
37100005451,2313950,05/23/22
36846481857,2298046,05/23/22
37071400040,2310538,05/23/22
3732318201,2308481,05/23/22
37323135027,2295565,05/23/22
37466014005,2312323,05/23/22
37466016993,2310748,05/23/22
37500750081,2302119,05/23/22
37481001271,2295412,05/23/22
37600051088,2299891,05/23/22
37600176835,2313972,05/23/22
37600216654,2311708,05/23/22
37600175401,2307630,05/23/22
37600616836,2315295,05/23/22
37600798389,2299630,05/23/22
37600834650,2302280,05/23/22
37600880961,2326730,06/21/22
37600880886,2313588,05/23/22
37600881876,2308075,05/23/22
37695176956,2307576,05/23/22
37982788152,2297449,05/23/22
38093516603,2315059,05/23/22
38021001348,2300222,05/23/22
38252470128,2316110,05/23/22
38252550127,2320837,06/21/22
38252550769,2310771,05/23/22
38252760243,2313313,05/23/22
38259106808,2316667,05/23/22
38259107751,2302602,05/23/22
38259116197,2315956,05/23/22
38259116890,2314291,05/23/22
38259117262,2315550,05/23/22
38259118450,2308689,05/23/22
38259124475,2305516,05/23/22
38259130926,2310847,05/23/22
38259125878,2314490,05/23/22
38259135099,2308041,05/23/22
38259135204,2308044,05/23/22
38259131022,2308439,05/23/22
38259132999,2308979,05/23/22
38259132968,2312519,05/23/22
38259133330,2311000,05/23/22
38259133200,2310420,05/23/22
38259138830,2305328,05/23/22
38274725244,2310539,05/23/22
38281101796,2313616,05/23/22
38616378404,2297727,05/23/22
38259139035,2303054,05/23/22
38718709113,2316318,05/23/22
38718709106,2300916,05/23/22
38718709441,2314718,05/23/22
38778850329,2302780,05/23/22
38794998302,2315746,05/23/22
38794921010,2312245,05/23/22
38794921867,2303206,05/23/22
39045402494,2307937,05/23/22
39047018136,2303832,05/23/22
39153110373,2296603,05/23/22
39156006710,2309175,05/23/22
39217048109,2298694,05/23/22
39156005171,2303973,05/23/22
39639014027,2311710,05/23/22
39639050865,2312024,05/23/22
39639051510,2295319,05/23/22
39639051503,2296117,05/23/22
39639051329,2298030,05/23/22
39639051046,2296121,05/23/22
39639101451,2295406,05/23/22
39639610410,2298039,05/23/22
39639610397,2298040,05/23/22
39639605041,2310157,05/23/22
39639101437,2295404,05/23/22
39677852117,2315255,05/23/22
39639605065,2295401,05/23/22
39851725497,2315997,05/23/22
39779012495,2314097,05/23/22
39978005786,2302566,05/23/22
39978031884,2315853,05/23/22
39978113948,2313204,05/23/22
39978114259,2313043,05/23/22
39978115904,2295382,05/23/22
40000548294,2296797,05/23/22
40000565093,2308687,05/23/22
40000565192,2309107,05/23/22
40000580188,2312869,05/23/22
40232247309,2301407,05/23/22
40232296703,2302567,05/23/22
40232175916,2324269,06/21/22
40232363153,2316017,05/23/22
40232488597,2311544,05/23/22
40232487507,2309741,05/23/22
40232598425,2303452,05/23/22
40578092618,2306195,05/23/22
40578053435,2296528,05/23/22
40697700289,2295317,05/23/22
40811000233,2311482,05/23/22
40900000663,2299598,05/23/22
40900016091,2310156,05/23/22
41114781966,2306238,05/23/22
41129010266,2297651,05/23/22
41129424551,2314040,05/23/22
41116262326,2303080,05/23/22
41130210587,2310648,05/23/22
41130210563,2299496,05/23/22
41130286124,2315839,05/23/22
41130289323,2314448,05/23/22
41130289200,2302049,05/23/22
41130286322,2308295,05/23/22
41130289439,2314480,05/23/22
41130307591,2310891,05/23/22
41130311925,2301396,05/23/22
41130389252,2316529,05/23/22
41130389658,2301418,05/23/22
41130483349,2314885,05/23/22
41130592416,2316175,05/23/22
41143552001,2311938,05/23/22
41149011397,2297871,05/23/22
41152421503,2313200,05/23/22
41172001341,2306188,05/23/22
41172001433,2303454,05/23/22
41168313472,2301969,05/23/22
41188041669,2297980,05/23/22
41190038497,2324449,06/21/22
41190057481,2324311,06/21/22
41190062287,2299316,05/23/22
41190062263,2299318,05/23/22
41190073368,2309387,05/23/22
41190072545,2309713,05/23/22
41190074266,2307897,05/23/22
41190075973,2300311,05/23/22
41190409587,2314028,05/23/22
41190409594,2314029,05/23/22
41190410392,2307062,05/23/22
41190411054,2301544,05/23/22
41190411177,2310028,05/23/22
41190411078,2304168,05/23/22
41190411436,2306082,05/23/22
41190411429,2300806,05/23/22
41190467327,2301440,05/23/22
41190468928,2311767,05/23/22
41190468898,2308397,05/23/22
41190469413,2298122,05/23/22
41190470389,2299418,05/23/22
41190469765,2313288,05/23/22
41190470440,2321772,06/21/22
41190472574,2305983,05/23/22
41200104792,2316742,05/23/22
41206612604,2295358,05/23/22
41220012121,2304284,05/23/22
41220093274,2305075,05/23/22
41220308668,2312120,05/23/22
41220303960,2304218,05/23/22
41220311026,2330096,06/21/22
41220574414,2304665,05/23/22
41220610044,2312137,05/23/22
41220828388,2304220,05/23/22
41220836536,2303195,05/23/22
41220804641,2305044,05/23/22
41220855957,2330221,06/21/22
41220848614,2303192,05/23/22
41220903252,2304835,05/23/22
41220909254,2316629,05/23/22
41220977864,2305033,05/23/22
41224701502,2307928,05/23/22
41226160956,2312018,05/23/22
41234111766,2299874,05/23/22
41226154108,2297587,05/23/22
41235000380,2304883,05/23/22
41235000663,2300382,05/23/22
41250047407,2302719,05/23/22
41250060116,2305120,05/23/22
41250048022,2315624,05/23/22
41250505792,2311117,05/23/22
41255430815,2310115,05/23/22
41255431188,2311108,05/23/22
41255431850,2310105,05/23/22
41258081809,2295598,05/23/22
41260378096,2296378,05/23/22
41262273443,2297358,05/23/22
41262276475,2297475,05/23/22
41262281639,2304289,05/23/22
41262282810,2309035,05/23/22
41262282933,2328767,06/21/22
41262284449,2297542,05/23/22
41268109982,2302634,05/23/22
41262286634,2305036,05/23/22
41262286696,2301512,05/23/22
41262286900,2313816,05/23/22
41262287068,2303017,05/23/22
41268114931,2315986,05/23/22
41268128143,2316018,05/23/22
41268184446,2315936,05/23/22
41268204885,2316542,05/23/22
41268207176,2314708,05/23/22
41268209644,2314772,05/23/22
41268209798,2314292,05/23/22
41268210367,2302898,05/23/22
41268211128,2302080,05/23/22
41268213023,2298002,05/23/22
41268211579,2301417,05/23/22
41268219223,2305832,05/23/22
41268763023,2303437,05/23/22
41268767014,2303434,05/23/22
41268788880,2299978,05/23/22
41269167196,2304766,05/23/22
41269209100,2296150,05/23/22
41269409838,2312103,05/23/22
41269406202,2306672,05/23/22
41270020190,2315688,05/23/22
41270020527,2315721,05/23/22
41270023252,2315683,05/23/22
41270024570,2315673,05/23/22
41270027359,2315674,05/23/22
41270036689,2315675,05/23/22
41270044493,2315703,05/23/22
41270319546,2315693,05/23/22
41270041508,2315723,05/23/22
41270810661,2315681,05/23/22
41270811965,2315692,05/23/22
41270431101,2315695,05/23/22
41270830973,2315697,05/23/22
41270835404,2315676,05/23/22
41270878081,2315704,05/23/22
41270885904,2315702,05/23/22
41270940306,2315663,05/23/22
41270943901,2315664,05/23/22
41270888486,2315701,05/23/22
41270959902,2315677,05/23/22
41271018271,2304831,05/23/22
41271028683,2315833,05/23/22
41290402181,2295307,05/23/22
41303001028,2311197,05/23/22
41303002544,2295678,05/23/22
41303005538,2300080,05/23/22
41303006542,2298960,05/23/22
41303006658,2298981,05/23/22
41303010099,2312085,05/23/22
41303010624,2302647,05/23/22
41303015438,2302113,05/23/22
41303016916,2298602,05/23/22
41303018781,2321900,06/21/22
41303019955,2308298,05/23/22
41303020319,2300513,05/23/22
41303023686,2314877,05/23/22
41303027325,2308755,05/23/22
41303031193,2299703,05/23/22
41303026113,2307858,05/23/22
41303041550,2306159,05/23/22
41303046678,2300536,05/23/22
41303058473,2314570,05/23/22
41303063880,2298725,05/23/22
41303079904,2301303,05/23/22
41303074329,2312775,05/23/22
41303081020,2302738,05/23/22
41303099278,2305559,05/23/22
41303092910,1445729,02/26/21
41318021806,2295315,05/23/22
41318090567,2299620,05/23/22
41318093667,2298693,05/23/22
41318120226,2311887,05/23/22
41318150315,2310897,05/23/22
41318181227,2300428,05/23/22
41318192551,2295829,05/23/22
41318191608,2296148,05/23/22
41318191486,2298807,05/23/22
41318221428,2315333,05/23/22
41318222104,2315332,05/23/22
41318224481,2308686,05/23/22
41318224863,2298035,05/23/22
41318241679,2301831,05/23/22
41318241693,2301832,05/23/22
41318230048,2310198,05/23/22
41318260229,2307452,05/23/22
41318292305,2316125,05/23/22
41318292657,2295245,05/23/22
41318310702,2301730,05/23/22
41318320138,2301732,05/23/22
41318320237,2301731,05/23/22
41318440522,2309799,05/23/22
41318451061,2301768,05/23/22
41318450996,2301766,05/23/22
41318530469,2300561,05/23/22
41318570052,2299810,05/23/22
41318570472,2299811,05/23/22
41318590449,2301427,05/23/22
41321256509,2295588,05/23/22
41321016592,2300871,05/23/22
41321016691,2300869,05/23/22
41321016660,2300873,05/23/22
41321301520,2328978,06/21/22
41322202734,2303262,05/23/22
41322397683,2315912,05/23/22
41330700147,2303399,05/23/22
41322377081,2315913,05/23/22
41331027700,2314768,05/23/22
41331039857,2302961,05/23/22
41331049702,2321809,06/21/22
41331049078,2302957,05/23/22
41331052146,2314795,05/23/22
41331049511,2313785,05/23/22
41331090674,2314766,05/23/22
41331091008,2314767,05/23/22
41331091350,2298424,05/23/22
41331091336,2310345,05/23/22
41331093620,2305531,05/23/22
41331093637,2303223,05/23/22
41331094580,2298421,05/23/22
41331094931,2303212,05/23/22
41335000549,2326236,06/21/22
41335000563,2295247,05/23/22
41345125126,2315337,05/23/22
41335349563,2328156,06/21/22
41335363828,2301014,05/23/22
41364002316,2306365,05/23/22
41350120116,2295306,05/23/22
41351529130,2308557,05/23/22
41364085142,2306362,05/23/22
41364180045,2330567,06/21/22
41364880068,2306361,05/23/22
41364089737,2330376,06/21/22
41376109874,2309042,05/23/22
41376201431,2316315,05/23/22
41376407376,2304645,05/23/22
41376407628,2297248,05/23/22
41376501883,2300768,05/23/22
41376509452,2299014,05/23/22
41376512001,2295777,05/23/22
41376700279,2314881,05/23/22
41376712340,2303027,05/23/22
41376713880,2309873,05/23/22
41376713835,2308265,05/23/22
41380011248,2316590,05/23/22
41380108009,2302632,05/23/22
41380212188,2299897,05/23/22
41387007213,2297982,05/23/22
41387412154,2328158,06/21/22
41390010255,2296099,05/23/22
41390024009,2296507,05/23/22
4139645,2295842,05/23/22
41415005518,2313866,05/23/22
41415012110,2301899,05/23/22
41415012165,2314191,05/23/22
41415020917,2314538,05/23/22
41415042650,2307499,05/23/22
41415045286,2308010,05/23/22
41415046283,2312298,05/23/22
41415057913,2330629,06/21/22
41415059092,2296116,05/23/22
41415052888,2311804,05/23/22
41415098091,2314827,05/23/22
41415107311,2309334,05/23/22
41415119314,2307977,05/23/22
41415251915,2314715,05/23/22
41415300910,2314727,05/23/22
41415305915,2314824,05/23/22
41415317635,2308294,05/23/22
41415338913,2312315,05/23/22
41415545861,2314053,05/23/22
41415556867,2312737,05/23/22
41415558861,2312495,05/23/22
41415580640,2311791,05/23/22
41415584624,2312026,05/23/22
41420012617,2296785,05/23/22
41420016332,2308607,05/23/22
41420029844,2298815,05/23/22
41420024696,2302207,05/23/22
41420027734,2296786,05/23/22
41420033735,2313019,05/23/22
41420039140,2295802,05/23/22
41420043154,2303400,05/23/22
41420041518,2305119,05/23/22
41420048098,2309810,05/23/22
41420049743,2308606,05/23/22
41420053559,2301059,05/23/22
41420034770,2300258,05/23/22
41420047176,2298141,05/23/22
41420052569,2312799,05/23/22
41420052941,2312402,05/23/22
41420054792,2313822,05/23/22
41420053580,2308241,05/23/22
41420058547,2308333,05/23/22
41420062643,2330556,06/21/22
41420065682,2301318,05/23/22
41420063008,2313721,05/23/22
41420069949,2304143,05/23/22
41420112928,2302208,05/23/22
41420117862,2313720,05/23/22
41420126567,2309668,05/23/22
41420315190,2316408,05/23/22
41420247903,2310674,05/23/22
41420314995,2301166,05/23/22
41443113162,2295304,05/23/22
41449300177,2301160,05/23/22
41449462349,2316526,05/23/22
41449473796,2297007,05/23/22
41449475325,2307055,05/23/22
41449475332,2304791,05/23/22
41458105343,2296221,05/23/22
41458550785,2296254,05/23/22
41460205277,2330169,06/21/22
41449474472,2325232,06/21/22
41460205284,2330168,06/21/22
41460202672,2297870,05/23/22
41483027450,2297555,05/23/22
41483028198,2297459,05/23/22
41483028150,2297538,05/23/22
41483032201,2297457,05/23/22
41483003270,2297553,05/23/22
41483041180,2297540,05/23/22
41483043450,2309078,05/23/22
41483044105,2311074,05/23/22
41483044464,2311480,05/23/22
41493134353,2297427,05/23/22
41497022618,2312373,05/23/22
41497030767,2311102,05/23/22
41497107124,2309527,05/23/22
41497131310,2309632,05/23/22
41497131655,2295308,05/23/22
41497124831,2309606,05/23/22
41497136605,2314356,05/23/22
41497439928,2295234,05/23/22
41497503575,2303091,05/23/22
41497515202,2313494,05/23/22
41497503568,2303078,05/23/22
41497503551,2303081,05/23/22
41498111380,2315817,05/23/22
41498120436,2315807,05/23/22
41498134952,2314911,05/23/22
41498147631,2315755,05/23/22
41498140885,2314897,05/23/22
41498158538,2314834,05/23/22
41498195434,2314850,05/23/22
41498217426,2314916,05/23/22
41498222017,2315268,05/23/22
41498222352,2314915,05/23/22
41498227319,2315071,05/23/22
41498233792,2314934,05/23/22
41498244040,2315063,05/23/22
41498270926,2315260,05/23/22
41498296193,2302216,05/23/22
41498298418,2314837,05/23/22
41498301248,2315266,05/23/22
41498320218,2315244,05/23/22
41498321178,2314464,05/23/22
41498313593,2302217,05/23/22
41500010953,2302998,05/23/22
41500055602,2304115,05/23/22
41500952598,2329721,06/21/22
41501083215,2296258,05/23/22
41501110249,2296273,05/23/22
41508232845,2313194,05/23/22
41501807613,2296271,05/23/22
41508803151,2295806,05/23/22
41512071157,2316449,05/23/22
41512078156,2316222,05/23/22
41512078323,2296521,05/23/22
41512081088,2316181,05/23/22
41512087165,2316267,05/23/22
41512110580,2316266,05/23/22
41512108945,2316190,05/23/22
41512128844,2316282,05/23/22
41512137273,2316384,05/23/22
41512134319,2314957,05/23/22
41512139178,2316207,05/23/22
41512141416,2299372,05/23/22
41512145230,2316385,05/23/22
41512147852,2307219,05/23/22
41512147999,2307225,05/23/22
41512158360,2300099,05/23/22
41512173264,2328935,06/21/22
41512374906,2316456,05/23/22
4151233603,2316454,05/23/22
4151233571,2316455,05/23/22
41548312606,2308071,05/23/22
41548510972,2330335,06/21/22
41548612041,2328834,06/21/22
41548709864,2307083,05/23/22
41548751511,2306416,05/23/22
41548833798,2306420,05/23/22
41563122556,2305454,05/23/22
41565273478,2296453,05/23/22
41570146798,2297142,05/23/22
41570147030,2313160,05/23/22
41570147078,2313159,05/23/22
41570142936,2296674,05/23/22
41618500162,2316391,05/23/22
41618501480,2316388,05/23/22
41618501541,2316387,05/23/22
41623370286,2315528,05/23/22
41632041009,2296849,05/23/22
41633002559,2314161,05/23/22
41679151945,2303473,05/23/22
41695047758,2308172,05/23/22
41695119714,2307194,05/23/22
41711028013,2298038,05/23/22
41716207390,2301868,05/23/22
41716209066,2297712,05/23/22
41735008688,2303067,05/23/22
41735044938,2295569,05/23/22
41735044969,2295570,05/23/22
41735049506,2310958,05/23/22
41735049636,2306556,05/23/22
41735054517,2306997,05/23/22
41735081667,2302306,05/23/22
41740000875,2324495,06/21/22
41757024130,2305600,05/23/22
41757024604,2304802,05/23/22
41770332809,2330565,06/21/22
41770056804,2330564,06/21/22
41770043903,2330566,06/21/22
41770083701,2330563,06/21/22
41770069309,2314732,05/23/22
41770522101,2330682,06/21/22
41770806706,2308232,05/23/22
41780271587,2310701,05/23/22
41780279675,2313533,05/23/22
41780351289,2308285,05/23/22
41789008733,2330275,06/21/22
41789902505,2305292,05/23/22
41789908736,2330273,06/21/22
41790602388,2296892,05/23/22
41790602647,2304231,05/23/22
41800286003,2306819,05/23/22
41800302987,2314179,05/23/22
41800704590,2306822,05/23/22
41800704613,2315527,05/23/22
41800705597,2301167,05/23/22
41820810417,2314225,05/23/22
41820817416,2310186,05/23/22
41900075231,2301634,05/23/22
41900084752,2314420,05/23/22
42197003488,2300915,05/23/22
42200131030,2315304,05/23/22
42222843409,2299890,05/23/22
42234000593,2313223,05/23/22
42238723009,2314280,05/23/22
42238724488,2306189,05/23/22
42238724839,2306716,05/23/22
42238724792,2311916,05/23/22
42238780637,2299591,05/23/22
42272002825,2295945,05/23/22
42272008056,2313141,05/23/22
42272008063,2295946,05/23/22
4232920,2316365,05/23/22
42396253233,2320793,06/21/22
42396513108,2327873,06/21/22
42400071983,2314986,05/23/22
42400216544,2296873,05/23/22
42400388883,2307824,05/23/22
42563601164,2305875,05/23/22
42563603847,2307210,05/23/22
42563604677,2310213,05/23/22
42563605919,2306605,05/23/22
42563605926,2305401,05/23/22
42636136869,2302626,05/23/22
42704046410,2330151,06/21/22
42704911107,2305823,05/23/22
42743123295,2316168,05/23/22
42704909159,2308576,05/23/22
42897660295,2315201,05/23/22
43000000649,975179,06/26/20
43000042014,997213,06/26/20
43000955451,989431,06/26/20
43182003575,2312146,05/23/22
43200150281,2297628,05/23/22
43427000239,2299110,05/23/22
43427130547,2301647,05/23/22
43427008006,2307070,05/23/22
43427008242,2309735,05/23/22
43427130424,2299156,05/23/22
43427161039,2305566,05/23/22
43427160445,2306076,05/23/22
43427188203,2303243,05/23/22
43454100650,2306310,05/23/22
43427202107,2305747,05/23/22
43427157001,2306255,05/23/22
43489410151,2298414,05/23/22
43489729000,2297045,05/23/22
43500040725,2298182,05/23/22
43600006058,2315966,05/23/22
43500500076,2316130,05/23/22
43823026413,2303428,05/23/22
43832801148,2308108,05/23/22
44000035068,2296324,05/23/22
44000040819,2296313,05/23/22
44000057992,2296300,05/23/22
44000069971,2297496,05/23/22
44000071660,2313297,05/23/22
44000073763,2300808,05/23/22
44000069827,2302918,05/23/22
44100101724,2295373,05/23/22
44100240935,2295533,05/23/22
44100706882,2295560,05/23/22
44115337040,2313733,05/23/22
44219035255,2298719,05/23/22
44261490767,2315013,05/23/22
44276056125,2315040,05/23/22
44276044870,2299584,05/23/22
44300054684,2298393,05/23/22
44276080168,2296592,05/23/22
44300054707,2308089,05/23/22
44325150149,2295990,05/23/22
44276074266,2313784,05/23/22
44400162104,2315526,05/23/22
44400138406,2297744,05/23/22
44500001266,2327277,06/21/22
44500220520,2299370,05/23/22
44500313659,2314873,05/23/22
44600316994,2314351,05/23/22
44800001447,2308070,05/23/22
44900302826,2300086,05/23/22
44900302420,2295790,05/23/22
44989203533,2305887,05/23/22
44989010728,2297290,05/23/22
45100007009,2301054,05/23/22
45255148916,2316443,05/23/22
45255152111,2311900,05/23/22
45255152456,2309592,05/23/22
45284900844,2306793,05/23/22
45310284771,2305681,05/23/22
45310950300,2298386,05/23/22
45421857666,2309922,05/23/22
45583000122,2302418,05/23/22
45735000147,2313114,05/23/22
46015167345,2305396,05/23/22
46158305185,2316712,05/23/22
46100019238,2299918,05/23/22
46212517844,2296615,05/23/22
46158833282,2302962,05/23/22
46567001944,2300997,05/23/22
46567002262,2300904,05/23/22
46567004310,2301030,05/23/22
46567012445,2315990,05/23/22
4656701562,2315571,05/23/22
4656702105,2315572,05/23/22
46567022581,2302863,05/23/22
4656702273,2315303,05/23/22
46567029436,2300662,05/23/22
46567031354,2300954,05/23/22
46567036601,2300367,05/23/22
46567037899,2300134,05/23/22
4656703776,2314585,05/23/22
46567042053,2295438,05/23/22
46567040356,2300379,05/23/22
46567041292,2312607,05/23/22
46567043449,2305990,05/23/22
46567041919,2305989,05/23/22
46567042886,2311915,05/23/22
46567042046,2310819,05/23/22
46567043456,2306766,05/23/22
46567506814,2301347,05/23/22
46567510828,2309131,05/23/22
46567621203,2314759,05/23/22
46567624815,2295760,05/23/22
46567689289,2315573,05/23/22
46569522324,2315698,05/23/22
46569526322,2315642,05/23/22
46567960760,2301044,05/23/22
46569527329,2315641,05/23/22
47263163028,2311872,05/23/22
47053123621,2305321,05/23/22
47325023093,2315524,05/23/22
47200154287,2312306,05/23/22
47325910171,2316614,05/23/22
47495710021,2314981,05/23/22
47500019972,2306191,05/23/22
47600000504,2296232,05/23/22
47600507232,2309655,05/23/22
47600511338,2297951,05/23/22
47800330210,2301296,05/23/22
47717307992,2299839,05/23/22
47800330456,2297450,05/23/22
47861112497,2312630,05/23/22
48001010482,2330199,06/21/22
48001010536,2300474,05/23/22
48001213555,2302570,05/23/22
48001219861,2295988,05/23/22
48001011953,2296005,05/23/22
48001711211,2296075,05/23/22
48121108021,2296007,05/23/22
48121229078,2314666,05/23/22
48121255084,2308785,05/23/22
48154001597,2308567,05/23/22
48178100191,2311260,05/23/22
48400007519,2316569,05/23/22
48500201312,2325361,06/21/22
48500201329,2325370,06/21/22
48500204245,2320544,06/21/22
48696000515,2316248,05/23/22
48800030612,2297605,05/23/22
48707986937,2300660,05/23/22
48802011213,2316250,05/23/22
48817000196,2311451,05/23/22
48817002015,2309294,05/23/22
48800061951,2297548,05/23/22
48935100242,2314996,05/23/22
49022052536,2301288,05/23/22
49022177710,2309817,05/23/22
49022172012,2300511,05/23/22
49022635890,2313390,05/23/22
49022784314,2315926,05/23/22
49022865532,2300265,05/23/22
49022948389,2315987,05/23/22
49022989252,2315274,05/23/22
49451000030,2316409,05/23/22
49200051979,2297763,05/23/22
49508001607,2324378,06/21/22
49508100034,2324379,06/21/22
49508250241,2312789,05/23/22
49508251194,2303038,05/23/22
49508252023,2303032,05/23/22
49508251750,2304394,05/23/22
49568570808,2315728,05/23/22
49568600802,2315730,05/23/22
49578051823,2310978,05/23/22
49646200726,2304494,05/23/22
49696400084,2301880,05/23/22
49696529334,2312898,05/23/22
49696984690,2324401,06/21/22
49705005422,2309415,05/23/22
49705005552,2310164,05/23/22
49696405799,2321578,06/21/22
49696405621,2302325,05/23/22
49696503761,2320222,06/21/22
49705168837,2305704,05/23/22
49800104099,2311953,05/23/22
49800134850,2311278,05/23/22
50000127665,2299956,05/23/22
50000235001,2307098,05/23/22
50000376827,2304907,05/23/22
5000054742,2297716,05/23/22
50000686698,2298419,05/23/22
50000696598,2308179,05/23/22
50000671717,2304102,05/23/22
50000630745,2297355,05/23/22
50000821983,2330718,06/21/22
50100100056,2311217,05/23/22
50100109028,2311919,05/23/22
50428286999,2312466,05/23/22
50428492451,2303995,05/23/22
50428500989,2312971,05/23/22
50428599242,2314269,05/23/22
50428571514,2316436,05/23/22
50428803387,2313517,05/23/22
50500071703,2320240,06/21/22
50500071697,2297747,05/23/22
50500813020,2308571,05/23/22
51063800021,2302204,05/23/22
51202008660,2303799,05/23/22
51249000047,2316499,05/23/22
51471214106,2301332,05/23/22
51497006167,2308533,05/23/22
51497132392,2295757,05/23/22
51651092449,2315061,05/23/22
51756900090,2300237,05/23/22
51933160705,2300837,05/23/22
51933161207,2300821,05/23/22
51933280403,2300848,05/23/22
51933281806,2300843,05/23/22
51933336100,2300852,05/23/22
51933346246,2300537,05/23/22
51933346390,2299971,05/23/22
51933344488,2300858,05/23/22
51933353961,2316670,05/23/22
51933356627,2316692,05/23/22
51933366947,2313986,05/23/22
51933372160,2330714,06/21/22
51933372191,2300856,05/23/22
51933372764,2306380,05/23/22
51933373570,2295749,05/23/22
51933373778,2303409,05/23/22
51933374294,2300862,05/23/22
51933433465,2300827,05/23/22
51933750173,2297701,05/23/22
52000010213,2316226,05/23/22
52000010602,2325354,06/21/22
52000010619,2325373,06/21/22
52000013177,2302030,05/23/22
52000041170,2325347,06/21/22
52000041187,2325353,06/21/22
52000041194,2325348,06/21/22
52000041200,2325084,06/21/22
52000041224,2325350,06/21/22
52000041309,2325086,06/21/22
52000041408,2325077,06/21/22
52000041453,2302234,05/23/22
52000042986,2325357,06/21/22
52000042993,2325355,06/21/22
52000043365,2301122,05/23/22
52000013528,2325378,06/21/22
52000047486,2296036,05/23/22
52000047684,2325478,06/21/22
52000048131,2329590,06/21/22
52000048629,2309854,05/23/22
52000051568,2313829,05/23/22
52000102864,2299488,05/23/22
52000207699,2299410,05/23/22
52000241532,2300910,05/23/22
52000134223,2327666,06/21/22
52000134209,2327667,06/21/22
52009830485,2296704,05/23/22
52100013527,2299858,05/23/22
52100024707,2329983,06/21/22
52100027739,2297292,05/23/22
52100028248,2297287,05/23/22
52100021102,2299857,05/23/22
52100038254,2320160,06/21/22
52100038322,2320159,06/21/22
52100038476,2297242,05/23/22
52100040776,2302773,05/23/22
52100040967,2299878,05/23/22
52100040981,2314606,05/23/22
52100042961,2299875,05/23/22
52100045436,2297237,05/23/22
52100039947,2297293,05/23/22
52100050874,2311905,05/23/22
52100090061,2320868,06/21/22
52100049694,2303000,05/23/22
52100320755,2299825,05/23/22
52100323367,2297451,05/23/22
52100329741,2320178,06/21/22
52100251257,2297316,05/23/22
52159000400,2304939,05/23/22
52159000448,2330548,06/21/22
52159040055,2304943,05/23/22
52159701116,2330388,06/21/22
52159704278,2304745,05/23/22
5225406,2304086,05/23/22
52500005528,2298495,05/23/22
5253515,2297300,05/23/22
52500083298,2308717,05/23/22
52500067168,2316626,05/23/22
