"","Project_Name","Site_Year_Code","Habitat","General_Category","General_Category_lvl2","Family","Species","Reported_Pounds_Harvested","Estimated_Total_Pounds_Harvested","Mean_Pounds_Per_Household","Percapita_Pounds_Harvested","Number_Of_Resource_Harvested","Estimated_Amount_Harvested","Percent_Of_Total_Harvest","Conversion_Units_To_Pounds","Resource_Harvest_Units","Est_Comm_Population","Type","Site","Year","Genus"
"3721","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Northern Pintail",0,0,0,0,0,0,0,"1","Ind.","732.1","Adult",NA,NA,NA
"3722","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Greater Scaup",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3723","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Lesser Scaup",4.5,16,0.06,0.02,5,18,4.8272307e-07,"0.9","Ind.","890.9","Adult",NA,NA,NA
"3724","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Unknown Scaup",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3725","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Surf Scoter",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3726","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","White-winged Scoter",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3727","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Unknown Scoter",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3728","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Green-Winged Teal",6.6,24,0.09,0.03,22,80,7.2408454e-07,"0.3","Ind.","890.9","Adult",NA,NA,NA
"3729","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Unknown Teal",3.6,13,0.05,0.01,12,44,3.9221246e-07,"0.3","Ind.","890.9","Adult",NA,NA,NA
"3730","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","American Wigeon",7,25,0.09,0.03,10,36,7.542547e-07,"0.7","Ind.","890.9","Adult",NA,NA,NA
"3731","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Unknown Wigeon",2.1,8,0.03,0.01,3,11,2.4136153e-07,"0.7","Ind.","890.9","Adult",NA,NA,NA
"3732","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Unknown Ducks",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3733","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Unknown Ducks",1.1,2.5,0,0,1,2.3,0,"1.08","Ind.","732.1","Adult",NA,NA,NA
"3734","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Vancouver Canada Geese",3.6,13,0.05,0.01,3,11,3.9221246e-07,"1.2","Ind.","890.9","Adult",NA,NA,NA
"3735","Tongass Resource Use Cooperative Study 1987","Hoonah_1987","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Unknown Canada Geese",NA,217,0.992,0.31,NA,64,8.055924e-06,"3.4","Ind.","699.8","Adult",NA,NA,NA
"3736","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Unknown Canada Geese",46.83,170,0.61,0.19,21,76,5.1289326e-06,"2.23","Ind.","890.9","Adult",NA,NA,NA
"3737","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Unknown Canada Geese",10.3,23.7,0.1,0,3,6.9,0,"3.42","Ind.","732.1","Adult",NA,NA,NA
"3738","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Snow Geese",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3739","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Geese","White-fronted Geese",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3740","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Migratory Birds","Geese","White-fronted Geese",0,0,0,0,0,0,0,"4.24","Ind.","732.1","Adult",NA,NA,NA
"3741","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Unknown Geese",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3742","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Unknown Geese",6.9,15.9,0.1,0,2,4.6,0,"3.43","Ind.","732.1","Adult",NA,NA,NA
"3743","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Swan","Tundra Swan (whistling)",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3744","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Migratory Birds","Swan","Unknown Swan",0,0,0,0,0,0,0,"8","Ind.","732.1","Adult",NA,NA,NA
"3745","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Crane","Sandhill Crane",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3746","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Migratory Birds","Crane","Sandhill Crane",0,0,0,0,0,0,0,"8.4","Ind.","732.1","Adult",NA,NA,NA
"3747","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Shorebird","Wilson's Snipe",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3748","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Migratory Birds","Shorebird","Black Oystercatcher",0,0,0,0,0,0,0,"0.57","Ind.","732.1","Adult",NA,NA,NA
"3749","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Migratory Birds","Shorebird","Unknown Small Shorebirds",0,0,0,0,0,0,0,"0.1","Ind.","732.1","Adult",NA,NA,NA
"3750","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Migratory Birds","Shorebird","Unknown Large Shorebirds",0,0,0,0,0,0,0,"0.5","Ind.","732.1","Adult",NA,NA,NA
"3751","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Cormorants",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3752","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Horned Grebe",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3753","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Red Necked Grebe",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3754","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Loon",0,0,0,0,0,0,0,NA,"lb.","732.1","Adult",NA,NA,NA
"3755","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Unknown Loon",0,0,0,0,0,0,0,"5.44","Ind.","732.1","Adult",NA,NA,NA
"3756","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Puffin",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3757","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Unknown Puffin",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3758","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Unknown Seabird",0,0,0,0,0,0,0,"0.5","Ind.","732.1","Adult",NA,NA,NA
"3759","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Other Birds","Upland Game Birds","Rock Ptarmigan",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3760","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Other Birds","Upland Game Birds","Willow Ptarmigan",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3761","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Other Birds","Upland Game Birds","Unknown Ptarmigan",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3762","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Other Birds","Upland Game Birds","Unknown Upland Game Birds",0,0,0,0,0,0,0,NA,NA,"890.9","Adult",NA,NA,NA
"3763","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Ducks","Mallard",0,0,0,0,0,0,0,"0.115","Ind.","732.1","Egg",NA,NA,NA
"3764","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Bird Eggs","Ducks","Unknown Duck",0,0,0,0,0,0,0,NA,NA,"890.9","Egg",NA,NA,NA
"3765","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Ducks","Unknown Duck",0,0,0,0,0,0,0,"0.11","Ind.","732.1","Egg",NA,NA,NA
"3766","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Geese","Unknown Canada Geese",0,0,0,0,0,0,0,"0.27","Ind.","732.1","Egg",NA,NA,NA
"3767","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Geese","Unknown Geese",0,0,0,0,0,0,0,"0.28","Ind.","732.1","Egg",NA,NA,NA
"3768","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Swan","Swan",0,0,0,0,0,0,0,NA,"lb.","732.1","Egg",NA,NA,NA
"3769","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Swan","Unknown Swan",0,0,0,0,0,0,0,"0.6","Ind.","732.1","Egg",NA,NA,NA
"3770","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Crane","Sandhill Crane",0,0,0,0,0,0,0,"0.63","Ind.","732.1","Egg",NA,NA,NA
"3771","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Shorebird","Black Oystercatcher",0,0,0,0,0,0,0,"0.1","Ind.","732.1","Egg",NA,NA,NA
"3772","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Shorebird","Unknown Small Shorebird",0,0,0,0,0,0,0,"0.05","Ind.","732.1","Egg",NA,NA,NA
"3773","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Shorebird","Unknown Large Shorebird",0,0,0,0,0,0,0,"0.1","Ind.","732.1","Egg",NA,NA,NA
"3774","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loons","Guillemot",0,0,0,0,0,0,0,NA,NA,"890.9","Egg",NA,NA,NA
"3775","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loons","Glaucous Winged Gull",347.5,797.5,2.8,1.1,1390,3190.2,0.003,"0.25","Ind.","732.1","Egg",NA,NA,NA
"3776","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loons","Unknown Gull",0,0,0,0,0,0,0,NA,NA,"890.9","Egg",NA,NA,NA
"3777","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loons","Unknown Gull",90.8,208.3,0.7,0.3,363,833.1,0.001,"0.25","Ind.","732.1","Egg",NA,NA,NA
"3778","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loons","Loon",0,0,0,0,0,0,0,NA,"lb.","732.1","Egg",NA,NA,NA
"3779","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loons","Unknown Loon",0,0,0,0,0,0,0,"0.3","Ind.","732.1","Egg",NA,NA,NA
"3780","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loons","Common Murre",0,0,0,0,0,0,0,NA,NA,"890.9","Egg",NA,NA,NA
"3781","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loons","Tern",0,0,0,0,0,0,0,NA,"lb.","732.1","Egg",NA,NA,NA
"3782","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loons","Unknown Tern",0,0,0,0,0,0,0,"0.04","Ind.","732.1","Egg",NA,NA,NA
"3783","Southeast Harvest Update 1996","Hoonah_1996","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loons","Unknown Seabird",2,7,0.03,0.01,10,36,2.1119132e-07,"0.2","Ind.","890.9","Egg",NA,NA,NA
"3784","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loons","Unknown Seabird",0,0,0,0,0,0,0,"0.3","Ind.","732.1","Egg",NA,NA,NA
"3785","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Upland Game Birds","Grouse",0,0,0,0,0,0,0,NA,"lb.","732.1","Egg",NA,NA,NA
"3786","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Upland Game Birds","Grouse",0,0,0,0,0,0,0,"0.05","Ind.","732.1","Egg",NA,NA,NA
"3787","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Upland Game Birds","Ptarmigan",0,0,0,0,0,0,0,NA,"lb.","732.1","Egg",NA,NA,NA
"3788","Index Communities Year 2 (Southeast AK)","Hoonah_2012","Terrestrial","Birds and Eggs","Bird Eggs","Upland Game Birds","Unknown Ptarmigan",0,0,0,0,0,0,0,"0.05","Ind.","732.1","Egg",NA,NA,NA
"3789","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Bufflehead",0,0,0,0,0,0,0,"0.4","Ind.","398.1","Adult",NA,NA,NA
"3790","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Barrows Goldeneye",0,0,0,0,0,0,0,"0.8","Ind.","398.1","Adult",NA,NA,NA
"3791","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Common Goldeneye",0,0,0,0,0,0,0,"0.8","Ind.","398.1","Adult",NA,NA,NA
"3792","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Unknown Goldeneye",0,0,0,0,0,0,0,"0","Ind.","398.1","Adult",NA,NA,NA
"3793","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Harlequin",0,0,0,0,0,0,0,"0.5","Ind.","398.1","Adult",NA,NA,NA
"3794","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Mallard",22,57,0.43,0.14,22,57,3.680411e-06,"1","Ind.","398.1","Adult",NA,NA,NA
"3795","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Mallard",2,5,0,0,2,5,0,"1","Ind.","332.2","Adult",NA,NA,NA
"3796","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Common Merganser",0,0,0,0,0,0,0,"0.9","Ind.","398.1","Adult",NA,NA,NA
"3797","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Red-Breasted Merganser",0,0,0,0,0,0,0,"0","Ind.","398.1","Adult",NA,NA,NA
"3798","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Unknown Merganser",0,0,0,0,0,0,0,"0","Ind.","398.1","Adult",NA,NA,NA
"3799","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Long-tailed Duck (Oldsquaw)",0,0,0,0,0,0,0,"0.8","Ind.","398.1","Adult",NA,NA,NA
"3800","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Long-tailed Duck (Oldsquaw)",0,0,0,0,0,0,0,"1.34","Ind.","332.2","Adult",NA,NA,NA
"3801","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Northern Pintail",0,0,0,0,0,0,0,"0.8","Ind.","398.1","Adult",NA,NA,NA
"3802","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Northern Pintail",3,7.4,0.1,0,3,7.4,0,"1","Ind.","332.2","Adult",NA,NA,NA
"3803","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Greater Scaup",0,0,0,0,0,0,0,"0.9","Ind.","398.1","Adult",NA,NA,NA
"3804","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Lesser Scaup",0,0,0,0,0,0,0,"0.9","Ind.","398.1","Adult",NA,NA,NA
"3805","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Unknown Scaup",0,0,0,0,0,0,0,"0.9","Ind.","398.1","Adult",NA,NA,NA
"3806","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Surf Scoter",0,0,0,0,0,0,0,"0.9","Ind.","398.1","Adult",NA,NA,NA
"3807","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","White-winged Scoter",0,0,0,0,0,0,0,"0","Ind.","398.1","Adult",NA,NA,NA
"3808","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Unknown Scoter",0,0,0,0,0,0,0,"0.9","Ind.","398.1","Adult",NA,NA,NA
"3809","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Green-Winged Teal",0,0,0,0,0,0,0,"0.3","Ind.","398.1","Adult",NA,NA,NA
"3810","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Unknown Teal",0,0,0,0,0,0,0,"0.3","Ind.","398.1","Adult",NA,NA,NA
"3811","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","American Wigeon",0,0,0,0,0,0,0,"0.7","Ind.","398.1","Adult",NA,NA,NA
"3812","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Unknown Wigeon",0,0,0,0,0,0,0,"0.7","Ind.","398.1","Adult",NA,NA,NA
"3813","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Unknown Ducks",0,0,0,0,0,0,0,"0.83","Ind.","398.1","Adult",NA,NA,NA
"3814","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Ducks","Unknown Ducks",0,0,0,0,0,0,0,"1.08","Ind.","332.2","Adult",NA,NA,NA
"3815","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Vancouver Canada Geese",3.6,9,0.07,0.02,3,8,5.8111755e-07,"1.2","Ind.","398.1","Adult",NA,NA,NA
"3816","Tongass Resource Use Cooperative Study 1987","Hydaburg_1987","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Unknown Canada Geese",NA,83,0.756,0.22,NA,24,6.509651e-06,"3.4","Ind.","379.1","Adult",NA,NA,NA
"3817","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Unknown Canada Geese",13.38,34,0.26,0.09,6,15,2.1953329e-06,"2.23","Ind.","398.1","Adult",NA,NA,NA
"3818","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Unknown Canada Geese",0,0,0,0,0,0,0,"3.42","Ind.","332.2","Adult",NA,NA,NA
"3819","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Snow Geese",0,0,0,0,0,0,0,"2.3","Ind.","398.1","Adult",NA,NA,NA
"3820","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Geese","White-fronted Geese",0,0,0,0,0,0,0,"2.4","Ind.","398.1","Adult",NA,NA,NA
"3821","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Geese","White-fronted Geese",0,0,0,0,0,0,0,"4.24","Ind.","332.2","Adult",NA,NA,NA
"3822","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Unknown Geese",0,0,0,0,0,0,0,"1.8","Ind.","398.1","Adult",NA,NA,NA
"3823","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Unknown Geese",0,0,0,0,0,0,0,"3.43","Ind.","332.2","Adult",NA,NA,NA
"3824","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Swan","Tundra Swan (whistling)",0,0,0,0,0,0,0,"8","Ind.","398.1","Adult",NA,NA,NA
"3825","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Swan","Unknown Swan",0,0,0,0,0,0,0,"0","Ind.","398.1","Adult",NA,NA,NA
"3826","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Swan","Unknown Swan",0,0,0,0,0,0,0,"8","Ind.","332.2","Adult",NA,NA,NA
"3827","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Crane","Sandhill Crane",0,0,0,0,0,0,0,"8.4","Ind.","398.1","Adult",NA,NA,NA
"3828","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Crane","Sandhill Crane",0,0,0,0,0,0,0,"8.4","Ind.","332.2","Adult",NA,NA,NA
"3829","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Shorebird","Wilson's Snipe",0,0,0,0,0,0,0,"0.1","Ind.","398.1","Adult",NA,NA,NA
"3830","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Shorebird","Black Oystercatcher",0,0,0,0,0,0,0,"0.57","Ind.","332.2","Adult",NA,NA,NA
"3831","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Shorebird","Unknown Small Shorebirds",0,0,0,0,0,0,0,"0.1","Ind.","332.2","Adult",NA,NA,NA
"3832","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Shorebird","Unknown Large Shorebirds",0,0,0,0,0,0,0,"0.5","Ind.","332.2","Adult",NA,NA,NA
"3833","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Horned Grebe",0,0,0,0,0,0,0,"0","Ind.","398.1","Adult",NA,NA,NA
"3834","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Red Necked Grebe",0,0,0,0,0,0,0,"0","Ind.","398.1","Adult",NA,NA,NA
"3835","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Loon",0,0,0,0,0,0,0,NA,"lb.","332.2","Adult",NA,NA,NA
"3836","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Unknown Loon",0,0,0,0,0,0,0,"5.44","Ind.","332.2","Adult",NA,NA,NA
"3837","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Puffin",0,0,0,0,0,0,0,"0.5","Ind.","398.1","Adult",NA,NA,NA
"3838","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Unknown Seabird",0,0,0,0,0,0,0,"0","Ind.","398.1","Adult",NA,NA,NA
"3839","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Unknown Seabird",0,0,0,0,0,0,0,"0.5","Ind.","332.2","Adult",NA,NA,NA
"3840","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Other Birds","Upland Game Birds","Rock Ptarmigan",10.5,27,0.21,0.07,15,39,1.7433526e-06,"0.7","Ind.","398.1","Adult",NA,NA,NA
"3841","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Other Birds","Upland Game Birds","Willow Ptarmigan",0,0,0,0,0,0,0,"0.7","Ind.","398.1","Adult",NA,NA,NA
"3842","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Other Birds","Upland Game Birds","Unknown Ptarmigan",0,0,0,0,0,0,0,"0.7","Ind.","398.1","Adult",NA,NA,NA
"3843","Prince of Wales 1997/1998","Hydaburg_1997","Terrestrial","Birds and Eggs","Other Birds","Upland Game Birds","Unknown Upland Game Birds",0,0,0,0,0,0,0,"0.7","Ind.","398.1","Adult",NA,NA,NA
"3844","Index Communities Year 2 (Southeast AK)","Hydaburg_2012","Terrestrial","Birds and Eggs","Bird Eggs","Ducks","Mallard",0,0,0,0,0,0,0,"0.115","Ind.","332.2","Egg",NA,NA,NA
