"","Project_Name","Site_Year_Code","Habitat","General_Category","General_Category_lvl2","Family","Species","Reported_Pounds_Harvested","Estimated_Total_Pounds_Harvested","Mean_Pounds_Per_Household","Percapita_Pounds_Harvested","Number_Of_Resource_Harvested","Estimated_Amount_Harvested","Percent_Of_Total_Harvest","Conversion_Units_To_Pounds","Resource_Harvest_Units","Est_Comm_Population","Type","Site","Year","Genus"
"1303","Tongass Resource Use Cooperative Study 1987","Sitka_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Chinook Salmon",16172.1,156858,54.635,19.46,1057,10252,0.0013415472,"15.3","Ind.","8060.7",NA,NA,NA,NA
"1304","Tongass Resource Use Cooperative Study 1987","Sitka_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Pink Salmon",2356.2,22854,7.96,2.84,1071,10388,0.00019546165,"2.2","Ind.","8060.7",NA,NA,NA,NA
"1305","Tongass Resource Use Cooperative Study 1987","Sitka_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Sockeye Salmon",5607.2,54386,18.943,6.75,1304,12648,0.00046514292,"4.3","Ind.","8060.7",NA,NA,NA,NA
"1306","Tongass Resource Use Cooperative Study 1987","Sitka_1987","Marine","Fish","Non-Salmon Fish","Clupeidae","Herring",1143.2,11088,3.862,1.38,1143.2,11088,9.4831485e-05,"1","lb.","8060.7",NA,NA,NA,NA
"1307","Tongass Resource Use Cooperative Study 1987","Sitka_1987","Nearshore","Fish","Non-Salmon Fish","Clupeidae","Herring Roe",4226,40990,14.278,5.08,4226,40990,0.000350572,"1","lb.","8060.7",NA,NA,NA,NA
"1308","Tongass Resource Use Cooperative Study 1987","Sitka_1987","Freshwater_Anadromous","Fish","Non-Salmon Fish","Osmeridae","Eulachon (hooligan, candlefish",136,1319,0.459,0.16,136,1319,1.1280909e-05,"1","lb.","8060.7",NA,NA,NA,NA
"1309","Tongass Resource Use Cooperative Study 1987","Sitka_1987","Marine","Fish","Non-Salmon Fish","Flounder","Flounder",342,3317,1.155,0.41,114,1106,2.836905e-05,"3","Ind.","8060.7",NA,NA,NA,NA
"1310","Tongass Resource Use Cooperative Study 1987","Sitka_1987","Marine","Fish","Non-Salmon Fish","Halibut","Halibut",19932.8,193335,67.341,23.98,19932.8,193335,0.0016535213,"1","lb.","8060.7",NA,NA,NA,NA
"1311","Tongass Resource Use Cooperative Study 1987","Sitka_1987","Freshwater_Anadromous","Fish","Non-Salmon Fish","Char","Dolly Varden",4665.6,45253,15.762,5.61,1728,16760,0.00038703185,"2.7","Ind.","8060.7",NA,NA,NA,NA
"1312","Tongass Resource Use Cooperative Study 1987","Sitka_1987","Marine","Fish","Non-Salmon Fish","Unknown Non-Salmon Fish","Unknown Non-Salmon Fish",800.8,7767,2.705,0.96,800.8,7767,6.642822e-05,"1","lb.","8060.7",NA,NA,NA,NA
"1313","Southeast Harvest Update 1996","Sitka_1996","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Chum Salmon",NA,54332,17.8,6.37,NA,7851,0.00031050903,"6.92","Ind.","8535",NA,NA,NA,NA
"1314","Southeast Harvest Update 1996","Sitka_1996","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Coho Salmon",NA,91098,29.84,10.67,NA,16746,0.00052062783,"5.44","Ind.","8535",NA,NA,NA,NA
"1315","Southeast Harvest Update 1996","Sitka_1996","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Chinook Salmon",NA,156289,51.19,18.31,NA,12326,0.0008931964,"12.68","Ind.","8535",NA,NA,NA,NA
"1316","Southeast Harvest Update 1996","Sitka_1996","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Pink Salmon",NA,23094,7.56,2.71,NA,10594,0.0001319829,"2.18","Ind.","8535",NA,NA,NA,NA
"1317","Southeast Harvest Update 1996","Sitka_1996","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Sockeye Salmon",NA,168729,55.27,19.77,NA,35597,0.00096429134,"4.74","Ind.","8535",NA,NA,NA,NA
"1318","Southeast Harvest Update 1996","Sitka_1996","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Unknown Salmon",NA,0,0,0,NA,0,0,"6.42","Ind.","8535",NA,NA,NA,NA
"1319","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Clupeidae","Herring",NA,50330,16.49,5.9,NA,50330,0.00028763746,"1","lb.","8535",NA,NA,NA,NA
"1320","Southeast Harvest Update 1996","Sitka_1996","Nearshore","Fish","Non-Salmon Fish","Clupeidae","Herring Roe",NA,254348,83.32,29.81,NA,254348,0.00145360653,"1","lb.","8535",NA,NA,NA,NA
"1321","Southeast Harvest Update 1996","Sitka_1996","Freshwater_Anadromous","Fish","Non-Salmon Fish","Osmeridae","Capelin (grunion)",NA,0,0,0,NA,0,0,"1","lb.","8535",NA,NA,NA,NA
"1322","Southeast Harvest Update 1996","Sitka_1996","Freshwater_Anadromous","Fish","Non-Salmon Fish","Osmeridae","Eulachon (hooligan, candlefish",NA,1339,0.44,0.16,NA,149,7.652426e-06,"9","Gal.","8535",NA,NA,NA,NA
"1323","Southeast Harvest Update 1996","Sitka_1996","Freshwater_Anadromous","Fish","Non-Salmon Fish","Osmeridae","Silver Smelt",NA,4771,1.56,0.56,NA,530,2.7266411e-05,"9","Gal.","8535",NA,NA,NA,NA
"1324","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Bass","Sea Bass",NA,270,0.09,0.03,NA,270,1.5430581e-06,"1","Ind.","8535",NA,NA,NA,NA
"1325","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Bass","Unknown Bass",NA,0,0,0,NA,0,0,"1","Ind.","8535",NA,NA,NA,NA
"1326","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Gadidae","Pacific Cod (gray)",NA,403,0.13,0.05,NA,126,2.3031573e-06,"3.2","Ind.","8535",NA,NA,NA,NA
"1327","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Gadidae","Pacific Tom Cod",NA,57,0.02,0.01,NA,114,3.2575673e-07,"0.5","Ind.","8535",NA,NA,NA,NA
"1328","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Gadidae","Walleye Pollock (whiting)",NA,0,0,0,NA,0,0,"1.4","Ind.","8535",NA,NA,NA,NA
"1329","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Gadidae","Unknown Cod",NA,0,0,0,NA,0,0,"2.88","Ind.","8535",NA,NA,NA,NA
"1330","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Flounder","Flounder",NA,9738,3.19,1.14,NA,3246,5.5652963e-05,"3","Ind.","8535",NA,NA,NA,NA
"1331","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Flounder","Unknown Flounder",NA,9738,3.19,1.14,NA,3246,5.5652963e-05,"3","Ind.","8535",NA,NA,NA,NA
"1332","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Hexagrammidae","Lingcod",NA,24990,8.19,2.93,NA,3967,0.00014281861,"6.3","Ind.","8535",NA,NA,NA,NA
"1333","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Hexagrammidae","Rock Greenling",NA,0,0,0,NA,0,0,"1","Ind.","8535",NA,NA,NA,NA
"1334","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Halibut","Halibut",NA,165772,54.3,19.42,NA,165772,0.00094739196,"1","lb.","8535",NA,NA,NA,NA
"1335","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Perch","Sea Perch",NA,0,0,0,NA,0,0,"1","Ind.","8535",NA,NA,NA,NA
"1336","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Perch","Unknown Perch",NA,0,0,0,NA,0,0,"0","Ind.","8535",NA,NA,NA,NA
"1337","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Rockfish","Black Rockfish",NA,5171,1.69,0.61,NA,3447,2.955242e-05,"1.5","Ind.","8535",NA,NA,NA,NA
"1338","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Rockfish","Red Rockfish",NA,34670,11.36,4.06,NA,8668,0.0001981401,"4","Ind.","8535",NA,NA,NA,NA
"1339","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Rockfish","Unknown Rockfish",NA,3503,1.15,0.41,NA,1145,2.0019752e-05,"3.06","Ind.","8535",NA,NA,NA,NA
"1340","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Sablefish","Sablefish (black cod)",NA,5922,1.94,0.69,NA,1601,3.3844408e-05,"3.7","Ind.","8535",NA,NA,NA,NA
"1341","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Sculpin","Buffalo Sculpin",NA,0,0,0,NA,0,0,"1","Ind.","8535",NA,NA,NA,NA
"1342","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Sculpin","Red Irish Lord",NA,0,0,0,NA,0,0,"1","Ind.","8535",NA,NA,NA,NA
"1343","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Sculpin","Unknown Sculpin",NA,0,0,0,NA,0,0,"0.5","Ind.","8535",NA,NA,NA,NA
"1344","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Shark","Dogfish",NA,0,0,0,NA,0,0,"0","Ind.","8535",NA,NA,NA,NA
"1345","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Shark","Salmon Shark",NA,0,0,0,NA,0,0,"9","Ind.","8535",NA,NA,NA,NA
"1346","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Shark","Unknown Shark",NA,0,0,0,NA,0,0,"9","Ind.","8535",NA,NA,NA,NA
"1347","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Skates","Skates",NA,57,0.02,0.01,NA,11,3.2575673e-07,"5","Ind.","8535",NA,NA,NA,NA
"1348","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Sole","Sole",NA,0,0,0,NA,0,0,"1","Ind.","8535",NA,NA,NA,NA
"1349","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Sole","Unknown Sole",NA,0,0,0,NA,0,0,"1","Ind.","8535",NA,NA,NA,NA
"1350","Southeast Harvest Update 1996","Sitka_1996","Freshwater_Anadromous","Fish","Non-Salmon Fish","Char","Brook Trout",NA,1154,0.38,0.14,NA,825,6.595145e-06,"1.4","Ind.","8535",NA,NA,NA,NA
"1351","Southeast Harvest Update 1996","Sitka_1996","Freshwater_Anadromous","Fish","Non-Salmon Fish","Char","Dolly Varden",NA,11612,3.8,1.36,NA,4301,6.636293e-05,"2.7","Ind.","8535",NA,NA,NA,NA
"1352","Southeast Harvest Update 1996","Sitka_1996","Marine","Fish","Non-Salmon Fish","Grayling","Grayling",NA,0,0,0,NA,0,0,"0.7","Ind.","8535",NA,NA,NA,NA
"1353","Southeast Harvest Update 1996","Sitka_1996","Freshwater_Anadromous","Fish","Non-Salmon Fish","Trout","Cutthroat Trout",NA,2292,0.75,0.27,NA,1528,1.3098849e-05,"1.5","Ind.","8535",NA,NA,NA,NA
"1354","Southeast Harvest Update 1996","Sitka_1996","Freshwater_Anadromous","Fish","Non-Salmon Fish","Trout","Rainbow Trout",NA,4911,1.61,0.58,NA,2455,2.8066514e-05,"2","Ind.","8535",NA,NA,NA,NA
"1355","Southeast Harvest Update 1996","Sitka_1996","Freshwater_Anadromous","Fish","Non-Salmon Fish","Trout","Steelhead",NA,5528,1.81,0.65,NA,650,3.1592688e-05,"8.5","Ind.","8535",NA,NA,NA,NA
"1356","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Chum Salmon",869.5,10458.1,3.5,1.3283156,144,1731.9,0.008,"6.0384","Ind.","7873.2",NA,NA,NA,NA
"1357","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Coho Salmon",4260.9,67814.4,22.9,8.61328,996.7,15863,0.049000002,"4.275","Ind.","7873.2",NA,NA,NA,NA
"1358","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Chinook Salmon",9444.2,156889.7,52.9,19.926973,1009,16761.7,0.11399999,"9.36","Ind.","7873.2",NA,NA,NA,NA
"1359","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Pink Salmon",1274.5,20972,7.1,2.663714,496,8161.6,0.015,"2.5696","Ind.","7873.2",NA,NA,NA,NA
"1360","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Sockeye Salmon",8438,109573.2,37,13.917173,1891,24555.9,0.08,"4.4622","Ind.","7873.2",NA,NA,NA,NA
"1361","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Unknown Salmon",16.3,97.1,0,0.012330065,3,17.8,0,"5.447126","Ind.","7873.2",NA,NA,NA,NA
"1362","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Clupeidae","Herring",1665,25868.4,8.7,3.2856166,277.5,4311.4,0.019,"6","Gal.","7873.2",NA,NA,NA,NA
"1363","Southeast Index Communities","Sitka_2013","Nearshore","Fish","Non-Salmon Fish","Clupeidae","Herring Roe",58026,140981.6,47.5,17.9064438695,14695.6,88343.3,0.102,"3.9485295","lb._Gal.","7873.2",NA,NA,NA,NA
"1364","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Non-Salmon Fish","Osmeridae","Eulachon (hooligan, candlefish",0,0,0,0,0,0,0,"9","Gal.","7873.2",NA,NA,NA,NA
"1365","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Non-Salmon Fish","Osmeridae","Silver Smelt",40.5,665.5,0.2,0.08453048,4.5,73.9,0,"9","Gal.","7873.2",NA,NA,NA,NA
"1366","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Gadidae","Pacific Cod (gray)",2268.8,46994,15.8,5.968831,709,14685.6,0.034,"3.2","Ind.","7873.2",NA,NA,NA,NA
"1367","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Gadidae","Pacific Tom Cod",3.5,63.1,0,0.008015529,7,126.2,0,"0.5","Ind.","7873.2",NA,NA,NA,NA
"1368","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Flounder","Flounder",0,65,0,0.00826048,0,21.7,0,"3","Ind.","7873.2",NA,NA,NA,NA
"1369","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Hexagrammidae","Lingcod",1556.1,25988.6,8.8,3.3008814,247,4125.2,0.019,"6.3","Ind.","7873.2",NA,NA,NA,NA
"1370","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Halibut","Halibut",17340,285317.1,96.2,36.23886,17340,285317.1,0.207,"1","lb.","7873.2",NA,NA,NA,NA
"1371","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Rockfish","Black Rockfish",808,10009.5,3.4,1.2713336,404,5004.8,0.0069999998,"2","Ind.","7873.2",NA,NA,NA,NA
"1372","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Rockfish","Yellow Eye Rockfish",1113,16727.8,5.6,2.1246424,371,5575.9,0.012,"3","Ind.","7873.2",NA,NA,NA,NA
"1373","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Rockfish","Quillback Rockfish",36,733.2,0.2,0.093128875,12,244.4,0.001,"3","Ind.","7873.2",NA,NA,NA,NA
"1374","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Rockfish","Dusky Rockfish",6,130.1,0,0.01652096,3,65,0,"2","Ind.","7873.2",NA,NA,NA,NA
"1375","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Rockfish","Copper Rockfish",36,780.4,0.3,0.09912576,12,260.1,0.001,"3","Ind.","7873.2",NA,NA,NA,NA
"1376","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Rockfish","Unknown Rockfish",186,2388,0.8,0.30331218,73,937.3,0.002,"2.5478241","Ind.","7873.2",NA,NA,NA,NA
"1377","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Sablefish","Sablefish (black cod)",2310,46636.6,15.7,5.923433,577.5,11659.1,0.034,"4","Ind.","7873.2",NA,NA,NA,NA
"1378","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Sculpin","Buffalo Sculpin",0,0,0,0,0,0,0,"1","Ind.","7873.2",NA,NA,NA,NA
"1379","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Sculpin","Red Irish Lord",1,5.9,0,0.0007545303,1,5.9,0,"1","Ind.","7873.2",NA,NA,NA,NA
"1380","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Skates","Skates",0,325.2,0.1,0.0413024,0,65,0,"5","Ind.","7873.2",NA,NA,NA,NA
"1381","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Sole","Sole",0,0,0,0,0,0,0,"1","Ind.","7873.2",NA,NA,NA,NA
"1382","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Non-Salmon Fish","Char","Dolly Varden",330,3518.5,1.2,0.44689235,110,1172.8,0.003,"3","Ind.","7873.2",NA,NA,NA,NA
"1383","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Non-Salmon Fish","Trout","Cutthroat Trout",9,171.5,0.1,0.021782996,6,114.3,0,"1.5","Ind.","7873.2",NA,NA,NA,NA
"1384","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Non-Salmon Fish","Trout","Rainbow Trout",56,1119.6,0.4,0.14220186,28,559.8,0.001,"2","Ind.","7873.2",NA,NA,NA,NA
"1385","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Non-Salmon Fish","Trout","Steelhead",42.5,653.8,0.2,0.083041094,5,76.9,0,"8.5","Ind.","7873.2",NA,NA,NA,NA
"1386","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Non-Salmon Fish","Trout","Unknown Trout",1.9,41.5,0,0.0052734567,1,21.7,0,"1.9151878","Ind.","7873.2",NA,NA,NA,NA
"1387","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Non-Salmon Fish","Whitefish","Whitefish",0,0,0,0,0,0,0,"1.75","lb.","7873.2",NA,NA,NA,NA
"1388","Southeast Index Communities","Sitka_2013","Freshwater_Anadromous","Fish","Non-Salmon Fish","Whitefish","Unknown Whitefish",0,0,0,0,0,0,0,"1.75","Ind.","7873.2",NA,NA,NA,NA
"1389","Tongass Resource Use Cooperative Study 1987","Skagway_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Chum Salmon",NA,2063,10.12,3.54,NA,333,0.0007361285,"6.2","Ind.","582.6",NA,NA,NA,NA
"1390","Tongass Resource Use Cooperative Study 1987","Skagway_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Coho Salmon",NA,2168,10.635,3.72,NA,282,0.00077359495,"7.7","Ind.","582.6",NA,NA,NA,NA
"1391","Tongass Resource Use Cooperative Study 1987","Skagway_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Chinook Salmon",NA,2866,14.055,4.92,NA,187,0.0010226583,"15.3","Ind.","582.6",NA,NA,NA,NA
"1392","Tongass Resource Use Cooperative Study 1987","Skagway_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Pink Salmon",NA,2100,10.3,3.6,NA,955,0.00074933097,"2.2","Ind.","582.6",NA,NA,NA,NA
"1393","Tongass Resource Use Cooperative Study 1987","Skagway_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Sockeye Salmon",NA,1094,5.367,1.88,NA,254,0.00039036575,"4.3","Ind.","582.6",NA,NA,NA,NA
"1394","Tongass Resource Use Cooperative Study 1987","Skagway_1987","Marine","Fish","Non-Salmon Fish","Clupeidae","Herring",NA,0,0,0,NA,0,0,"NA","NA","582.6",NA,NA,NA,NA
"1395","Tongass Resource Use Cooperative Study 1987","Skagway_1987","Nearshore","Fish","Non-Salmon Fish","Clupeidae","Herring Roe",NA,0,0,0,NA,0,0,"NA","NA","582.6",NA,NA,NA,NA
"1396","Tongass Resource Use Cooperative Study 1987","Skagway_1987","Freshwater_Anadromous","Fish","Non-Salmon Fish","Osmeridae","Eulachon (hooligan, candlefish",NA,189,0.929,0.32,NA,189,6.743979e-05,"1","lb.","582.6",NA,NA,NA,NA
"1397","Tongass Resource Use Cooperative Study 1987","Skagway_1987","Marine","Fish","Non-Salmon Fish","Flounder","Flounder",NA,425,2.086,0.73,NA,142,0.00015165031,"3","Ind.","582.6",NA,NA,NA,NA
"1398","Tongass Resource Use Cooperative Study 1987","Skagway_1987","Marine","Fish","Non-Salmon Fish","Halibut","Halibut",NA,3715,18.223,6.38,NA,3715,0.0013256021,"1","lb.","582.6",NA,NA,NA,NA
"1399","Tongass Resource Use Cooperative Study 1987","Skagway_1987","Freshwater_Anadromous","Fish","Non-Salmon Fish","Char","Dolly Varden",NA,3057,14.996,5.25,NA,1132,0.0010908118,"2.7","Ind.","582.6",NA,NA,NA,NA
"1400","Tongass Resource Use Cooperative Study 1987","Skagway_1987","Marine","Fish","Non-Salmon Fish","Unknown Non-Salmon Fish","Unknown Non-Salmon Fish",NA,4,0.021,0.01,NA,4,1.4272971e-06,"1","lb.","582.6",NA,NA,NA,NA
"1401","Tongass Resource Use Cooperative Study 1987","Tenakee Springs_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Chum Salmon",NA,364,8.169,3.84,NA,59,0.000116539675,"6.2","Ind.","94.7",NA,NA,NA,NA
"1402","Tongass Resource Use Cooperative Study 1987","Tenakee Springs_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Coho Salmon",NA,1371,30.802,14.48,NA,178,0.00043894473,"7.7","Ind.","94.7",NA,NA,NA,NA
"1403","Tongass Resource Use Cooperative Study 1987","Tenakee Springs_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Chinook Salmon",NA,1357,30.504,14.33,NA,89,0.00043446242,"15.3","Ind.","94.7",NA,NA,NA,NA
"1404","Tongass Resource Use Cooperative Study 1987","Tenakee Springs_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Pink Salmon",NA,1222,27.459,12.91,NA,555,0.00039124032,"2.2","Ind.","94.7",NA,NA,NA,NA
"1405","Tongass Resource Use Cooperative Study 1987","Tenakee Springs_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Sockeye Salmon",NA,358,8.039,3.78,NA,83,0.00011461869,"4.3","Ind.","94.7",NA,NA,NA,NA
"1406","Tongass Resource Use Cooperative Study 1987","Tenakee Springs_1987","Marine","Fish","Non-Salmon Fish","Clupeidae","Herring",NA,121,2.715,1.28,NA,121,3.8739832e-05,"1","lb.","94.7",NA,NA,NA,NA
"1407","Tongass Resource Use Cooperative Study 1987","Tenakee Springs_1987","Nearshore","Fish","Non-Salmon Fish","Clupeidae","Herring Roe",NA,370,8.292,3.9,NA,370,0.000118460652,"1","lb.","94.7",NA,NA,NA,NA
"1408","Tongass Resource Use Cooperative Study 1987","Tenakee Springs_1987","Freshwater_Anadromous","Fish","Non-Salmon Fish","Osmeridae","Eulachon (hooligan, candlefish",NA,0,0,0,NA,0,0,"NA","NA","94.7",NA,NA,NA,NA
"1409","Tongass Resource Use Cooperative Study 1987","Tenakee Springs_1987","Marine","Fish","Non-Salmon Fish","Flounder","Flounder",NA,159,3.579,1.68,NA,53,5.0906063e-05,"3","Ind.","94.7",NA,NA,NA,NA
"1410","Tongass Resource Use Cooperative Study 1987","Tenakee Springs_1987","Marine","Fish","Non-Salmon Fish","Halibut","Halibut",NA,4412,99.137,46.6,NA,4412,0.0014125631,"1","lb.","94.7",NA,NA,NA,NA
"1411","Tongass Resource Use Cooperative Study 1987","Tenakee Springs_1987","Freshwater_Anadromous","Fish","Non-Salmon Fish","Char","Dolly Varden",NA,1272,28.579,13.44,NA,471,0.0004072485,"2.7","Ind.","94.7",NA,NA,NA,NA
"1412","Tongass Resource Use Cooperative Study 1987","Tenakee Springs_1987","Marine","Fish","Non-Salmon Fish","Unknown Non-Salmon Fish","Unknown Non-Salmon Fish",NA,0,0,0,NA,0,0,"NA","NA","94.7",NA,NA,NA,NA
"1413","Tongass Resource Use Cooperative Study 1987","Thorne Bay_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Chum Salmon",NA,67,0.427,0.14,NA,11,7.410029e-06,"6.2","Ind.","478.5",NA,NA,NA,NA
"1414","Tongass Resource Use Cooperative Study 1987","Thorne Bay_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Coho Salmon",NA,9119,58.262,19.06,NA,1184,0.0010085382,"7.7","Ind.","478.5",NA,NA,NA,NA
"1415","Tongass Resource Use Cooperative Study 1987","Thorne Bay_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Chinook Salmon",NA,9818,62.725,20.52,NA,642,0.0010858458,"15.3","Ind.","478.5",NA,NA,NA,NA
"1416","Tongass Resource Use Cooperative Study 1987","Thorne Bay_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Pink Salmon",NA,1247,7.967,2.61,NA,567,0.00013791502,"2.2","Ind.","478.5",NA,NA,NA,NA
"1417","Tongass Resource Use Cooperative Study 1987","Thorne Bay_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Sockeye Salmon",NA,2651,16.939,5.54,NA,617,0.00029319382,"4.3","Ind.","478.5",NA,NA,NA,NA
"1418","Tongass Resource Use Cooperative Study 1987","Thorne Bay_1987","Marine","Fish","Non-Salmon Fish","Clupeidae","Herring",NA,0,0,0,NA,0,0,"NA","NA","478.5",NA,NA,NA,NA
"1419","Tongass Resource Use Cooperative Study 1987","Thorne Bay_1987","Nearshore","Fish","Non-Salmon Fish","Clupeidae","Herring Roe",NA,0,0,0,NA,0,0,"NA","NA","478.5",NA,NA,NA,NA
"1420","Tongass Resource Use Cooperative Study 1987","Thorne Bay_1987","Freshwater_Anadromous","Fish","Non-Salmon Fish","Osmeridae","Eulachon (hooligan, candlefish",NA,0,0,0,NA,0,0,"NA","NA","478.5",NA,NA,NA,NA
"1421","Tongass Resource Use Cooperative Study 1987","Thorne Bay_1987","Marine","Fish","Non-Salmon Fish","Flounder","Flounder",NA,10,0.065,0.02,NA,3,1.1059744e-06,"3","Ind.","478.5",NA,NA,NA,NA
"1422","Tongass Resource Use Cooperative Study 1987","Thorne Bay_1987","Marine","Fish","Non-Salmon Fish","Halibut","Halibut",NA,18519,118.316,38.7,NA,18519,0.0020481541,"1","lb.","478.5",NA,NA,NA,NA
"1423","Tongass Resource Use Cooperative Study 1987","Thorne Bay_1987","Freshwater_Anadromous","Fish","Non-Salmon Fish","Char","Dolly Varden",NA,9587,61.252,20.03,NA,3551,0.0010602977,"2.7","Ind.","478.5",NA,NA,NA,NA
